PLAYER,TEAM_BBREF,MP,BPM,SEASON
Udonis Haslem,MIA,2177.0,-1.7,2009-10
Shane Battier,HOU,2168.0,1.5,2009-10
Anderson Varejão,CLE,2166.0,1.3,2009-10
Steve Blake,2TM,2159.0,-0.5,2009-10
Steve Blake,POR,1397.0,0.2,2009-10
Steve Blake,LAC,762.0,-1.8,2009-10
Kendrick Perkins,BOS,2154.0,-0.7,2009-10
Manu Ginóbili,SAS,2150.0,6.7,2009-10
Mehmet Okur,UTA,2149.0,0.5,2009-10
Thaddeus Young,PHI,2145.0,-1.9,2009-10
Samuel Dalembert,PHI,2124.0,-0.9,2009-10
Darren Collison,NOH,2109.0,-0.8,2009-10
Matt Barnes,ORL,2097.0,1.3,2009-10
Quentin Richardson,MIA,2082.0,1.3,2009-10
J.R. Smith,DEN,2082.0,0.1,2009-10
Corey Maggette,GSW,2081.0,0.3,2009-10
Al Thornton,2TM,2079.0,-3.1,2009-10
Al Thornton,LAC,1405.0,-3.7,2009-10
Al Thornton,WAS,674.0,-2.1,2009-10
Chris Duhon,NYK,2072.0,-2.5,2009-10
Kevin Garnett,BOS,2060.0,3.5,2009-10
Roy Hibbert,IND,2035.0,-0.9,2009-10
Wesley Matthews,UTA,2025.0,-0.5,2009-10
Anthony Morrow,GSW,2018.0,-0.4,2009-10
Martell Webster,POR,2005.0,0.0,2009-10
Jared Dudley,PHO,1991.0,2.1,2009-10
Jermaine O'Neal,MIA,1991.0,-0.1,2009-10
Kenyon Martin,DEN,1986.0,-0.8,2009-10
Andrew Bynum,LAL,1977.0,1.5,2009-10
Ben Wallace,DET,1975.0,1.9,2009-10
Brad Miller,CHI,1950.0,-0.8,2009-10
Peja Stojaković,NOH,1947.0,-0.9,2009-10
Omri Casspi,SAC,1931.0,-1.1,2009-10
Joakim Noah,CHI,1925.0,1.6,2009-10
Lou Williams,PHI,1912.0,1.6,2009-10
Spencer Hawes,SAC,1904.0,-1.2,2009-10
Ersan İlyasova,MIL,1898.0,0.4,2009-10
Dahntay Jones,IND,1892.0,-3.6,2009-10
Marcus Thornton,NOH,1872.0,0.9,2009-10
Luc Mbah a Moute,MIL,1866.0,-0.3,2009-10
Jameer Nelson,ORL,1860.0,0.7,2009-10
Charlie Villanueva,DET,1848.0,0.0,2009-10
José Calderón,TOR,1817.0,0.6,2009-10
JJ Redick,ORL,1808.0,1.8,2009-10
Mario Chalmers,MIA,1807.0,-1.3,2009-10
Mike Miller,WAS,1805.0,1.3,2009-10
Jared Jeffries,2TM,1794.0,-1.9,2009-10
Jared Jeffries,NYK,1462.0,-1.5,2009-10
Jared Jeffries,HOU,332.0,-3.7,2009-10
C.J. Watson,GSW,1788.0,-0.4,2009-10
Rasheed Wallace,BOS,1780.0,0.0,2009-10
Chuck Hayes,HOU,1773.0,-0.2,2009-10
Jrue Holiday,PHI,1767.0,-1.7,2009-10
Terrence Williams,NJN,1764.0,-2.8,2009-10
Luke Ridnour,MIL,1759.0,2.2,2009-10
Drew Gooden,2TM,1755.0,-2.1,2009-10
Drew Gooden,DAL,1030.0,-2.3,2009-10
Drew Gooden,LAC,725.0,-1.9,2009-10
Ronnie Brewer,2TM,1742.0,1.1,2009-10
Ronnie Brewer,UTA,1662.0,1.3,2009-10
Ronnie Brewer,MEM,80.0,-2.6,2009-10
Nenad Krstić,OKC,1741.0,-1.8,2009-10
James Harden,OKC,1738.0,0.5,2009-10
Ramon Sessions,MIN,1732.0,-3.0,2009-10
James Posey,NOH,1731.0,-1.8,2009-10
Chris Douglas-Roberts,NJN,1730.0,-3.2,2009-10
Ben Gordon,DET,1730.0,-1.4,2009-10
Tony Parker,SAS,1728.0,-0.7,2009-10
Kevin Love,MIN,1714.0,1.5,2009-10
Chris Paul,NOH,1712.0,6.2,2009-10
Jason Williams,ORL,1703.0,1.0,2009-10
Shannon Brown,LAL,1700.0,-0.4,2009-10
Chris Andersen,DEN,1695.0,1.8,2009-10
J.J. Hickson,CLE,1691.0,-1.4,2009-10
Mickaël Piétrus,ORL,1687.0,0.9,2009-10
Andrei Kirilenko,UTA,1681.0,5.1,2009-10
Ronald Murray,2TM,1673.0,-2.3,2009-10
Ronald Murray,CHA,993.0,-2.1,2009-10
Ronald Murray,CHI,680.0,-2.5,2009-10
Randy Foye,WAS,1667.0,-1.2,2009-10
Will Bynum,DET,1667.0,-2.2,2009-10
DeMar DeRozan,TOR,1664.0,-2.8,2009-10
Tayshaun Prince,DET,1664.0,0.8,2009-10
Yi Jianlian,NJN,1655.0,-4.1,2009-10
Kyle Lowry,HOU,1651.0,0.8,2009-10
Kevin Martin,2TM,1633.0,-0.4,2009-10
Kevin Martin,SAC,774.0,0.8,2009-10
Kevin Martin,HOU,859.0,-1.5,2009-10
Juwan Howard,POR,1632.0,-3.5,2009-10
Donté Greene,SAC,1630.0,-1.6,2009-10
Antonio McDyess,SAS,1617.0,-1.0,2009-10
Charlie Bell,MIL,1611.0,-2.4,2009-10
Damien Wilkins,MIN,1585.0,-1.3,2009-10
Carlos Arroyo,MIA,1585.0,-1.5,2009-10
Keith Bogans,SAS,1559.0,-1.2,2009-10
Nick Collison,OKC,1557.0,-1.2,2009-10
Hakim Warrick,2TM,1557.0,-1.3,2009-10
Hakim Warrick,MIL,1024.0,-1.0,2009-10
Hakim Warrick,CHI,533.0,-1.9,2009-10
Willie Green,PHI,1553.0,-2.2,2009-10
Richard Hamilton,DET,1552.0,-2.1,2009-10
Jason Maxiell,DET,1550.0,-2.7,2009-10
J.J. Barea,DAL,1546.0,-1.3,2009-10
Roger Mason,SAS,1515.0,-1.2,2009-10
Delonte West,CLE,1500.0,0.7,2009-10
C.J. Miles,UTA,1497.0,-1.9,2009-10
Dorell Wright,MIA,1496.0,1.8,2009-10
DeJuan Blair,SAS,1494.0,-0.7,2009-10
Chase Budinger,HOU,1488.0,0.5,2009-10
Mike Dunleavy,IND,1486.0,-0.8,2009-10
Andrés Nocioni,SAC,1477.0,-2.4,2009-10
Jordan Farmar,LAL,1474.0,-0.4,2009-10
D.J. Augustin,CHA,1472.0,-1.1,2009-10
Amir Johnson,TOR,1453.0,-0.6,2009-10
Goran Dragić,PHO,1442.0,0.1,2009-10
Rudy Fernández,POR,1441.0,1.5,2009-10
Anthony Tolliver,2TM,1427.0,-1.6,2009-10
Anthony Tolliver,POR,4.0,-17.6,2009-10
Anthony Tolliver,GSW,1423.0,-1.6,2009-10
Nick Young,WAS,1421.0,-3.7,2009-10
Rafer Alston,2TM,1421.0,-3.8,2009-10
Rafer Alston,NJN,766.0,-4.0,2009-10
Rafer Alston,MIA,655.0,-3.4,2009-10
Darius Songaila,NOH,1410.0,-3.7,2009-10
Antoine Wright,TOR,1392.0,-3.3,2009-10
Wayne Ellington,MIN,1384.0,-3.5,2009-10
Sonny Weems,TOR,1368.0,-2.0,2009-10
Zydrunas Ilgauskas,CLE,1339.0,-3.8,2009-10
Serge Ibaka,OKC,1323.0,-1.5,2009-10
Joel Anthony,MIA,1322.0,-1.7,2009-10
Sam Young,MEM,1321.0,-3.1,2009-10
Ty Lawson,DEN,1318.0,1.1,2009-10
Maurice Evans,ATL,1317.0,-0.9,2009-10
Jerryd Bayless,POR,1304.0,-1.7,2009-10
Erick Dampier,DAL,1280.0,-0.6,2009-10
Eric Maynor,2TM,1269.0,-1.8,2009-10
Eric Maynor,UTA,363.0,-1.5,2009-10
Eric Maynor,OKC,906.0,-1.9,2009-10
Shaquille O'Neal,CLE,1240.0,-0.2,2009-10
Craig Smith,LAC,1232.0,-0.8,2009-10
Ryan Hollins,MIN,1223.0,-4.6,2009-10
Kris Humphries,2TM,1221.0,-3.5,2009-10
Kris Humphries,DAL,315.0,-3.4,2009-10
Kris Humphries,NJN,906.0,-3.5,2009-10
Tyrus Thomas,2TM,1220.0,0.9,2009-10
Tyrus Thomas,CHI,678.0,2.0,2009-10
Tyrus Thomas,CHA,542.0,-0.5,2009-10
Eddie House,2TM,1217.0,-2.0,2009-10
Eddie House,BOS,846.0,-0.4,2009-10
Eddie House,NYK,371.0,-5.8,2009-10
T.J. Ford,IND,1189.0,-1.4,2009-10
Gilbert Arenas,WAS,1169.0,1.7,2009-10
Lou Amundson,PHO,1168.0,-1.1,2009-10
Tyson Chandler,CHA,1163.0,-2.0,2009-10
Matt Bonner,SAS,1161.0,2.6,2009-10
DeAndre Jordan,LAC,1137.0,-3.8,2009-10
Marco Belinelli,TOR,1121.0,-1.3,2009-10
Earl Boykins,WAS,1117.0,-2.4,2009-10
Larry Hughes,2TM,1115.0,-1.9,2009-10
Larry Hughes,NYK,820.0,-1.8,2009-10
Larry Hughes,CHA,295.0,-2.1,2009-10
Nate Robinson,2TM,1115.0,0.7,2009-10
Nate Robinson,NYK,733.0,0.9,2009-10
Nate Robinson,BOS,382.0,0.2,2009-10
Trenton Hassell,NJN,1106.0,-5.3,2009-10
Zaza Pachulia,ATL,1089.0,-2.5,2009-10
Marcin Gortat,ORL,1088.0,0.1,2009-10
Toney Douglas,NYK,1087.0,-0.4,2009-10
Daniel Gibson,CLE,1068.0,0.0,2009-10
Devin Brown,2TM,1060.0,-2.7,2009-10
Devin Brown,NOH,967.0,-2.2,2009-10
Devin Brown,CHI,93.0,-8.3,2009-10
Jamario Moon,CLE,1052.0,1.4,2009-10
Kurt Thomas,MIL,1049.0,-2.2,2009-10
Sergio Rodríguez,2TM,1048.0,-1.3,2009-10
Sergio Rodríguez,SAC,517.0,0.5,2009-10
Sergio Rodríguez,NYK,531.0,-3.0,2009-10
Josh Boone,NJN,1045.0,-2.0,2009-10
Jarvis Hayes,NJN,1033.0,-2.9,2009-10
Marreese Speights,PHI,1016.0,-2.9,2009-10
Robin Lopez,PHO,986.0,-0.6,2009-10
Nazr Mohammed,CHA,984.0,0.5,2009-10
James Singleton,2TM,977.0,-3.2,2009-10
James Singleton,DAL,211.0,-3.5,2009-10
James Singleton,WAS,766.0,-3.1,2009-10
Jason Kapono,PHI,976.0,-4.0,2009-10
Morris Peterson,NOH,973.0,-3.2,2009-10
Keyon Dooling,NJN,971.0,-2.8,2009-10
JaVale McGee,WAS,968.0,-0.8,2009-10
Kyle Korver,UTA,952.0,1.4,2009-10
Ime Udoka,SAC,944.0,-1.9,2009-10
Marquis Daniels,BOS,937.0,-2.7,2009-10
Glen Davis,BOS,933.0,-4.5,2009-10
Nicolas Batum,POR,918.0,3.9,2009-10
Josh Howard,2TM,918.0,-3.3,2009-10
Josh Howard,DAL,827.0,-3.7,2009-10
Josh Howard,WAS,91.0,-0.4,2009-10
Austin Daye,DET,915.0,-1.8,2009-10
Ryan Anderson,ORL,911.0,2.3,2009-10
David Andersen,HOU,891.0,-2.6,2009-10
Vladimir Radmanović,2TM,891.0,-3.8,2009-10
Vladimir Radmanović,CHA,133.0,-1.0,2009-10
Vladimir Radmanović,GSW,758.0,-4.2,2009-10
Tony Allen,BOS,889.0,0.4,2009-10
Hasheem Thabeet,MEM,883.0,-1.2,2009-10
DeShawn Stevenson,2TM,883.0,-5.6,2009-10
DeShawn Stevenson,WAS,616.0,-5.0,2009-10
DeShawn Stevenson,DAL,267.0,-6.9,2009-10
Sasha Pavlović,MIN,877.0,-6.2,2009-10
Marcus Williams,MEM,872.0,-3.1,2009-10
Ronny Turiaf,GSW,872.0,0.1,2009-10
Julian Wright,NOH,871.0,-2.1,2009-10
A.J. Price,IND,865.0,-0.5,2009-10
Allen Iverson,2TM,865.0,-3.0,2009-10
Allen Iverson,MEM,67.0,-1.4,2009-10
Allen Iverson,PHI,798.0,-3.1,2009-10
Anthony Carter,DEN,859.0,-0.8,2009-10
Rodney Carney,PHI,857.0,-1.3,2009-10
Jerry Stackhouse,MIL,855.0,-1.7,2009-10
Jannero Pargo,CHI,829.0,-4.8,2009-10
Luther Head,IND,813.0,-2.4,2009-10
Theo Ratliff,2TM,807.0,-2.1,2009-10
Theo Ratliff,SAS,183.0,-4.1,2009-10
Theo Ratliff,CHA,624.0,-1.5,2009-10
Ronnie Price,UTA,806.0,-1.3,2009-10
Stephen Graham,CHA,804.0,-1.6,2009-10
Shaun Livingston,2TM,796.0,-1.4,2009-10
Shaun Livingston,OKC,130.0,-2.7,2009-10
Shaun Livingston,WAS,666.0,-1.2,2009-10
DeMarre Carroll,MEM,795.0,-4.2,2009-10
Leandro Barbosa,PHO,786.0,-2.1,2009-10
Chris Hunter,GSW,783.0,-4.1,2009-10
Reggie Williams,GSW,782.0,-0.6,2009-10
Henry Walker,2TM,768.0,-0.5,2009-10
Henry Walker,BOS,29.0,-5.0,2009-10
Henry Walker,NYK,739.0,-0.3,2009-10
Andris Biedriņš,GSW,763.0,-0.2,2009-10
Devean George,GSW,761.0,-0.8,2009-10
Joey Graham,DEN,759.0,-3.0,2009-10
James Johnson,CHI,757.0,-2.4,2009-10
Anthony Randolph,GSW,749.0,-0.6,2009-10
Jawad Williams,CLE,742.0,-4.1,2009-10
Travis Outlaw,2TM,730.0,-0.9,2009-10
Travis Outlaw,POR,231.0,0.5,2009-10
Travis Outlaw,LAC,499.0,-1.5,2009-10
Jeff Teague,ATL,719.0,-3.6,2009-10
Jodie Meeks,2TM,719.0,-2.1,2009-10
Jodie Meeks,MIL,486.0,-3.0,2009-10
Jodie Meeks,PHI,233.0,0.0,2009-10
Michael Finley,2TM,709.0,-1.3,2009-10
Michael Finley,SAS,395.0,-2.6,2009-10
Michael Finley,BOS,314.0,0.3,2009-10
Dante Cunningham,POR,707.0,-1.8,2009-10
Rodrigue Beaubois,DAL,700.0,1.5,2009-10
Daequan Cook,MIA,691.0,-3.3,2009-10
Darko Miličić,2TM,685.0,-1.7,2009-10
Darko Miličić,NYK,71.0,-1.8,2009-10
Darko Miličić,MIN,614.0,-1.7,2009-10
Eduardo Nájera,2TM,685.0,-3.1,2009-10
Eduardo Nájera,NJN,204.0,-5.0,2009-10
Eduardo Nájera,DAL,481.0,-2.3,2009-10
Joel Przybilla,POR,681.0,-1.3,2009-10
Solomon Jones,IND,675.0,-4.2,2009-10
Tracy McGrady,2TM,673.0,-2.2,2009-10
Tracy McGrady,HOU,46.0,-0.5,2009-10
Tracy McGrady,NYK,627.0,-2.3,2009-10
Kwame Brown,DET,660.0,-5.6,2009-10
Sebastian Telfair,2TM,659.0,-4.4,2009-10
Sebastian Telfair,LAC,582.0,-4.3,2009-10
Sebastian Telfair,CLE,77.0,-4.7,2009-10
Jason Smith,PHI,658.0,-4.3,2009-10
Jon Brockman,SAC,654.0,-3.0,2009-10
Fabricio Oberto,WAS,650.0,-4.4,2009-10
Brandon Bass,ORL,648.0,-0.6,2009-10
Chucky Atkins,DET,644.0,-4.3,2009-10
Jordan Hill,2TM,624.0,-3.5,2009-10
Jordan Hill,NYK,252.0,-4.6,2009-10
Jordan Hill,HOU,372.0,-2.7,2009-10
Shelden Williams,BOS,597.0,-1.4,2009-10
Joe Smith,ATL,592.0,-5.5,2009-10
Jamaal Tinsley,MEM,589.0,-4.3,2009-10
Josh Powell,LAL,581.0,-6.3,2009-10
Sasha Vujačić,LAL,575.0,-0.7,2009-10
Francisco García,SAC,575.0,0.3,2009-10
Quinton Ross,2TM,562.0,-6.4,2009-10
Quinton Ross,DAL,301.0,-4.3,2009-10
Quinton Ross,WAS,261.0,-8.9,2009-10
Derrick Brown,CHA,535.0,-0.6,2009-10
Josh McRoberts,IND,524.0,-0.2,2009-10
Bobby Brown,2TM,519.0,-5.3,2009-10
Bobby Brown,NOH,328.0,-4.8,2009-10
Bobby Brown,LAC,191.0,-6.2,2009-10
Tyler Hansbrough,IND,511.0,-3.3,2009-10
James Jones,MIA,503.0,-1.2,2009-10
Greg Oden,POR,502.0,3.5,2009-10
Ricky Davis,LAC,499.0,-4.0,2009-10
Michael Redd,MIL,492.0,0.1,2009-10
Brian Scalabrine,BOS,472.0,-4.3,2009-10
Mardy Collins,LAC,470.0,-5.8,2009-10
Darrell Arthur,MEM,457.0,-4.1,2009-10
Malik Allen,DEN,456.0,-5.7,2009-10
Oleksiy Pecherov,MIN,447.0,-4.2,2009-10
Chris Wilcox,DET,441.0,-3.8,2009-10
Johan Petro,DEN,436.0,-3.6,2009-10
Rasho Nesterović,TOR,413.0,-1.2,2009-10
Nathan Jawai,MIN,412.0,-3.8,2009-10
Kyrylo Fesenko,UTA,408.0,-4.4,2009-10
Anthony Johnson,ORL,406.0,0.0,2009-10
Mikki Moore,GSW,406.0,-1.9,2009-10
DaJuan Summers,DET,405.0,-5.2,2009-10
Jeff Ayres,POR,405.0,-3.0,2009-10
Bobby Simmons,NJN,395.0,-3.6,2009-10
Cartier Martin,2TM,390.0,-4.4,2009-10
Cartier Martin,GSW,276.0,-5.3,2009-10
Cartier Martin,WAS,114.0,-2.3,2009-10
Earl Clark,PHO,383.0,-5.5,2009-10
Steve Novak,LAC,362.0,-3.7,2009-10
Jamaal Magloire,MIA,359.0,-5.5,2009-10
D.J. Mbenga,LAL,355.0,-4.1,2009-10
Gerald Henderson,CHA,355.0,-2.5,2009-10
Hilton Armstrong,3TM,335.0,-6.1,2009-10
Hilton Armstrong,NOH,239.0,-5.8,2009-10
Hilton Armstrong,SAC,56.0,-3.0,2009-10
Hilton Armstrong,HOU,40.0,-12.6,2009-10
Garrett Temple,3TM,334.0,-2.9,2009-10
Garrett Temple,HOU,118.0,-5.5,2009-10
Garrett Temple,SAC,23.0,0.5,2009-10
Garrett Temple,SAS,193.0,-1.8,2009-10
Sean May,SAC,331.0,-3.1,2009-10
Royal Ivey,2TM,326.0,-0.7,2009-10
Royal Ivey,PHI,236.0,0.3,2009-10
Royal Ivey,MIL,90.0,-3.3,2009-10
Etan Thomas,OKC,321.0,-5.0,2009-10
Malik Hairston,SAS,317.0,-1.9,2009-10
Dan Gadzuric,MIL,314.0,-4.5,2009-10
Kenny Thomas,SAC,313.0,-2.7,2009-10
Reggie Evans,TOR,311.0,-4.6,2009-10
Aaron Gray,2TM,311.0,-1.3,2009-10
Aaron Gray,CHI,50.0,-8.7,2009-10
Aaron Gray,NOH,261.0,0.1,2009-10
Dominic McGuire,2TM,307.0,-6.2,2009-10
Dominic McGuire,WAS,240.0,-5.9,2009-10
Dominic McGuire,SAC,67.0,-7.4,2009-10
Jermaine Taylor,HOU,303.0,-3.9,2009-10
Jonathan Bender,NYK,292.0,-4.1,2009-10
Tim Thomas,DAL,285.0,-0.4,2009-10
Luke Walton,LAL,272.0,-2.3,2009-10
Brian Cardinal,MIN,267.0,-4.4,2009-10
Kevin Ollie,OKC,263.0,-2.4,2009-10
DeSagana Diop,CHA,262.0,-2.1,2009-10
Jarron Collins,PHO,261.0,-6.7,2009-10
Jeff Foster,IND,255.0,-3.2,2009-10
Marcus Banks,TOR,244.0,-0.3,2009-10
Adam Morrison,LAL,241.0,-4.7,2009-10
Hamed Haddadi,MEM,240.0,-7.2,2009-10
J.R. Giddens,2TM,239.0,-4.7,2009-10
J.R. Giddens,BOS,99.0,-4.5,2009-10
J.R. Giddens,NYK,140.0,-4.9,2009-10
Leon Powe,CLE,236.0,-5.8,2009-10
Acie Law,3TM,234.0,-1.0,2009-10
Acie Law,GSW,66.0,2.7,2009-10
Acie Law,CHA,33.0,-8.5,2009-10
Acie Law,CHI,135.0,-1.0,2009-10
Earl Barron,NYK,232.0,-4.5,2009-10
Kelenna Azubuike,GSW,231.0,2.1,2009-10
Sean Williams,NJN,227.0,-7.2,2009-10
Chris Richard,CHI,224.0,-5.8,2009-10
Chris Quinn,NJN,223.0,-2.5,2009-10
Sundiata Gaines,UTA,217.0,1.1,2009-10
Alonzo Gee,WAS,182.0,1.6,2009-10
Raja Bell,2TM,180.0,3.3,2009-10
Raja Bell,CHA,157.0,2.5,2009-10
Raja Bell,GSW,23.0,8.7,2009-10
Kosta Koufos,UTA,172.0,-6.5,2009-10
Ian Mahinmi,SAS,165.0,-0.8,2009-10
Steven Hunter,MEM,158.0,-4.8,2009-10
Kyle Weaver,OKC,144.0,0.8,2009-10
Mario West,ATL,142.0,-2.1,2009-10
Tony Battie,NJN,134.0,-8.0,2009-10
Lester Hudson,2TM,131.0,-2.0,2009-10
Lester Hudson,BOS,70.0,-3.3,2009-10
Lester Hudson,MEM,61.0,-0.4,2009-10
Randolph Morris,ATL,124.0,-6.0,2009-10
Brian Skinner,LAC,123.0,-7.2,2009-10
Darnell Jackson,2TM,123.0,-11.8,2009-10
Darnell Jackson,CLE,114.0,-10.5,2009-10
Darnell Jackson,MIL,9.0,-27.9,2009-10
Lindsey Hunter,CHI,122.0,-12.0,2009-10
Matt Carroll,DAL,121.0,-7.6,2009-10
Pops Mensah-Bonsu,2TM,120.0,-5.1,2009-10
Pops Mensah-Bonsu,HOU,13.0,0.9,2009-10
Pops Mensah-Bonsu,TOR,107.0,-5.8,2009-10
Jason Collins,ATL,115.0,-8.8,2009-10
Danny Green,CLE,115.0,-0.2,2009-10
Coby Karl,2TM,113.0,-5.7,2009-10
Coby Karl,CLE,5.0,-40.3,2009-10
Coby Karl,GSW,108.0,-4.1,2009-10
Marcus Landry,2TM,111.0,-7.5,2009-10
Marcus Landry,NYK,108.0,-6.7,2009-10
Marcus Landry,BOS,3.0,-34.7,2009-10
Joey Dorsey,2TM,106.0,-5.2,2009-10
Joey Dorsey,HOU,54.0,-4.1,2009-10
Joey Dorsey,SAC,52.0,-6.4,2009-10
D.J. White,OKC,102.0,6.4,2009-10
