PLAYER,TEAM_BBREF,MP,BPM,SEASON
Randy Foye,UTA,2249.0,-0.6,2012-13
Kenneth Faried,DEN,2248.0,1.1,2012-13
Brandon Bass,BOS,2239.0,-1.9,2012-13
Spencer Hawes,PHI,2233.0,-0.5,2012-13
Jamal Crawford,LAC,2230.0,1.0,2012-13
Thabo Sefolosha,OKC,2229.0,2.4,2012-13
Danny Green,SAS,2201.0,2.8,2012-13
Martell Webster,WAS,2200.0,0.8,2012-13
Bismack Biyombo,CHA,2186.0,-4.4,2012-13
Luis Scola,PHO,2184.0,-0.5,2012-13
Tony Parker,SAS,2174.0,3.6,2012-13
Rodney Stuckey,DET,2171.0,-1.8,2012-13
Jared Dudley,PHO,2170.0,0.6,2012-13
Tyson Chandler,NYK,2164.0,1.3,2012-13
José Calderón,2TM,2160.0,3.1,2012-13
José Calderón,TOR,1273.0,3.6,2012-13
José Calderón,DET,887.0,2.5,2012-13
Andre Miller,DEN,2151.0,0.9,2012-13
Robin Lopez,NOH,2136.0,0.6,2012-13
Kevin Martin,OKC,2136.0,1.0,2012-13
Jimmy Butler,CHI,2134.0,2.0,2012-13
Gerald Henderson,CHA,2133.0,-1.1,2012-13
Jason Terry,BOS,2124.0,-0.2,2012-13
Isaiah Thomas,SAC,2122.0,0.5,2012-13
Tony Allen,MEM,2109.0,0.4,2012-13
Gordon Hayward,UTA,2104.0,2.0,2012-13
Vince Carter,DAL,2093.0,3.1,2012-13
Nate Robinson,CHI,2086.0,2.8,2012-13
Tim Duncan,SAS,2078.0,5.3,2012-13
Gerald Wallace,BRK,2076.0,0.7,2012-13
Mario Chalmers,MIA,2068.0,0.4,2012-13
Al-Farouq Aminu,NOH,2066.0,-0.1,2012-13
Harrison Barnes,GSW,2058.0,-1.7,2012-13
Matt Barnes,LAC,2058.0,1.8,2012-13
Emeka Okafor,WAS,2052.0,-0.7,2012-13
Kyrie Irving,CLE,2048.0,3.7,2012-13
Jason Kidd,NYK,2043.0,3.3,2012-13
Ray Allen,MIA,2035.0,0.3,2012-13
Andrei Kirilenko,MIN,2034.0,3.5,2012-13
Tyler Zeller,CLE,2033.0,-4.0,2012-13
Michael Kidd-Gilchrist,CHA,2025.0,-2.6,2012-13
Kevin Garnett,BOS,2022.0,2.6,2012-13
Kyle Lowry,TOR,2020.0,2.9,2012-13
Tyreke Evans,SAC,2016.0,1.8,2012-13
Ersan İlyasova,MIL,2012.0,2.0,2012-13
DeAndre Jordan,LAC,2010.0,-0.2,2012-13
Dante Cunningham,MIN,2010.0,-1.4,2012-13
Shawn Marion,DAL,2010.0,2.2,2012-13
Corey Brewer,DEN,2003.0,0.4,2012-13
Tiago Splitter,SAS,1997.0,2.2,2012-13
Jameer Nelson,ORL,1977.0,-1.2,2012-13
Maurice Harkless,ORL,1974.0,-1.3,2012-13
Reggie Evans,BRK,1967.0,-1.7,2012-13
Nikola Peković,MIN,1959.0,0.5,2012-13
Kendrick Perkins,OKC,1954.0,-1.8,2012-13
Mike Dunleavy,MIL,1943.0,0.4,2012-13
Courtney Lee,BOS,1941.0,-0.5,2012-13
Larry Sanders,MIL,1937.0,1.0,2012-13
Derrick Williams,MIN,1916.0,-1.5,2012-13
P.J. Tucker,PHO,1910.0,-1.5,2012-13
Marco Belinelli,CHI,1882.0,-2.3,2012-13
Caron Butler,LAC,1879.0,-1.3,2012-13
Carl Landry,GSW,1876.0,-0.2,2012-13
Marcin Gortat,PHO,1876.0,-0.5,2012-13
Anthony Davis,NOH,1846.0,2.5,2012-13
Alexey Shved,MIN,1840.0,-1.7,2012-13
Markieff Morris,PHO,1837.0,-1.9,2012-13
Kosta Koufos,DEN,1817.0,0.6,2012-13
Kawhi Leonard,SAS,1810.0,3.1,2012-13
Jason Maxiell,DET,1789.0,-3.4,2012-13
Derrick Favors,UTA,1787.0,-0.5,2012-13
Shane Battier,MIA,1786.0,1.0,2012-13
Dorell Wright,PHI,1783.0,2.6,2012-13
Patrick Patterson,2TM,1775.0,-0.1,2012-13
Patrick Patterson,HOU,1219.0,0.2,2012-13
Patrick Patterson,SAC,556.0,-0.6,2012-13
Jerryd Bayless,MEM,1765.0,0.1,2012-13
Kirk Hinrich,CHI,1764.0,-0.9,2012-13
Dion Waiters,CLE,1756.0,-2.1,2012-13
Bradley Beal,WAS,1745.0,0.2,2012-13
Marvin Williams,UTA,1727.0,-1.2,2012-13
Marcus Thornton,SAC,1726.0,0.3,2012-13
Kevin Séraphin,WAS,1721.0,-5.5,2012-13
J.J. Barea,MIN,1713.0,-0.6,2012-13
Boris Diaw,SAS,1709.0,0.8,2012-13
Jordan Crawford,2TM,1709.0,-0.9,2012-13
Jordan Crawford,WAS,1127.0,0.5,2012-13
Jordan Crawford,BOS,582.0,-3.6,2012-13
Ricky Rubio,MIN,1691.0,1.1,2012-13
Carlos Delfino,HOU,1689.0,1.4,2012-13
E'Twaun Moore,ORL,1682.0,-2.3,2012-13
Lavoy Allen,PHI,1669.0,-3.3,2012-13
Jodie Meeks,LAL,1663.0,-1.0,2012-13
Dirk Nowitzki,DAL,1661.0,3.1,2012-13
Wayne Ellington,2TM,1661.0,-0.5,2012-13
Wayne Ellington,MEM,676.0,-0.6,2012-13
Wayne Ellington,CLE,985.0,-0.5,2012-13
Nenê,WAS,1659.0,1.3,2012-13
Pau Gasol,LAL,1655.0,2.0,2012-13
Ramon Sessions,CHA,1652.0,-0.4,2012-13
Steve Novak,NYK,1641.0,0.1,2012-13
Antawn Jamison,LAL,1636.0,-0.1,2012-13
Ed Davis,2TM,1631.0,0.2,2012-13
Ed Davis,TOR,1087.0,0.4,2012-13
Ed Davis,MEM,544.0,-0.1,2012-13
Steve Nash,LAL,1627.0,0.4,2012-13
Lamar Odom,LAC,1616.0,-0.7,2012-13
John Wall,WAS,1602.0,3.9,2012-13
Norris Cole,MIA,1590.0,-4.9,2012-13
Nick Collison,OKC,1583.0,0.9,2012-13
Ben Gordon,CHA,1560.0,-3.4,2012-13
Andray Blatche,BRK,1555.0,2.2,2012-13
Michael Beasley,PHO,1554.0,-4.7,2012-13
Eric Bledsoe,LAC,1553.0,3.5,2012-13
Elton Brand,DAL,1527.0,-0.9,2012-13
Marcus Morris,2TM,1524.0,-2.0,2012-13
Marcus Morris,HOU,1154.0,-1.2,2012-13
Marcus Morris,PHO,370.0,-4.4,2012-13
C.J. Watson,BRK,1521.0,0.9,2012-13
Jeff Taylor,CHA,1507.0,-3.6,2012-13
Alan Anderson,TOR,1495.0,-1.8,2012-13
Josh McRoberts,2TM,1487.0,-1.4,2012-13
Josh McRoberts,ORL,685.0,-1.9,2012-13
Josh McRoberts,CHA,802.0,-0.9,2012-13
Gary Neal,SAS,1484.0,-2.0,2012-13
Jonas Valančiūnas,TOR,1482.0,-1.2,2012-13
Trevor Ariza,WAS,1471.0,2.1,2012-13
Taj Gibson,CHI,1459.0,-1.1,2012-13
Beno Udrih,2TM,1457.0,-1.4,2012-13
Beno Udrih,MIL,719.0,-1.4,2012-13
Beno Udrih,ORL,738.0,-1.3,2012-13
Shaun Livingston,2TM,1455.0,-1.0,2012-13
Shaun Livingston,WAS,320.0,-3.9,2012-13
Shaun Livingston,CLE,1135.0,-0.2,2012-13
Avery Bradley,BOS,1435.0,-3.7,2012-13
JaVale McGee,DEN,1433.0,1.6,2012-13
Byron Mullens,CHA,1428.0,-3.4,2012-13
Rajon Rondo,BOS,1423.0,2.2,2012-13
Devin Harris,ATL,1421.0,0.1,2012-13
Austin Rivers,NOH,1418.0,-6.2,2012-13
Mo Williams,UTA,1418.0,-0.9,2012-13
Udonis Haslem,MIA,1414.0,-3.2,2012-13
Nick Young,PHI,1411.0,-0.7,2012-13
Keith Bogans,BRK,1408.0,-2.6,2012-13
Shannon Brown,PHO,1402.0,-1.6,2012-13
Manu Ginóbili,SAS,1393.0,3.6,2012-13
Tyler Hansbrough,IND,1366.0,-1.9,2012-13
C.J. Miles,CLE,1364.0,1.1,2012-13
Chris Kaman,DAL,1363.0,-2.4,2012-13
Earl Clark,LAL,1363.0,-0.7,2012-13
Jae Crowder,DAL,1353.0,-1.0,2012-13
Luc Mbah a Moute,MIL,1326.0,-4.1,2012-13
Brian Roberts,NOH,1324.0,-0.6,2012-13
Ian Mahinmi,IND,1322.0,-3.4,2012-13
Ekpe Udoh,MIL,1312.0,-1.7,2012-13
Marreese Speights,2TM,1300.0,-2.8,2012-13
Marreese Speights,MEM,579.0,-2.4,2012-13
Marreese Speights,CLE,721.0,-3.1,2012-13
Tobias Harris,2TM,1299.0,-0.5,2012-13
Tobias Harris,MIL,325.0,-2.1,2012-13
Tobias Harris,ORL,974.0,0.0,2012-13
Toney Douglas,2TM,1289.0,-0.5,2012-13
Toney Douglas,HOU,913.0,-1.5,2012-13
Toney Douglas,SAC,376.0,1.8,2012-13
A.J. Price,WAS,1278.0,-0.6,2012-13
Eric Gordon,NOH,1264.0,-1.3,2012-13
Pablo Prigioni,NYK,1263.0,0.1,2012-13
Andrew Nicholson,ORL,1249.0,-2.7,2012-13
Andre Drummond,DET,1243.0,2.5,2012-13
Quincy Pondexter,MEM,1243.0,-0.1,2012-13
Terrence Ross,TOR,1239.0,-2.5,2012-13
D.J. Augustin,IND,1226.0,-0.6,2012-13
Jamaal Tinsley,UTA,1221.0,-1.5,2012-13
Roger Mason,NOH,1219.0,-1.9,2012-13
Will Bynum,DET,1219.0,-1.0,2012-13
Greg Stiemsma,MIN,1209.0,-2.8,2012-13
Chuck Hayes,SAC,1209.0,-1.4,2012-13
Meyers Leonard,POR,1206.0,-3.3,2012-13
Kris Humphries,BRK,1191.0,-3.0,2012-13
Willie Green,LAC,1188.0,-0.8,2012-13
Steve Blake,LAL,1175.0,0.5,2012-13
Brendan Haywood,CHA,1162.0,-6.0,2012-13
DeShawn Stevenson,ATL,1158.0,-2.4,2012-13
Garrett Temple,WAS,1156.0,-2.3,2012-13
Brandan Wright,DAL,1149.0,2.5,2012-13
Alec Burks,UTA,1137.0,-2.6,2012-13
Zaza Pachulia,ATL,1134.0,-1.7,2012-13
Festus Ezeli,GSW,1120.0,-3.4,2012-13
Lou Williams,ATL,1119.0,1.0,2012-13
DeMarre Carroll,UTA,1111.0,1.3,2012-13
Greg Smith,HOU,1110.0,-0.6,2012-13
Damien Wilkins,PHI,1095.0,-2.2,2012-13
Charlie Villanueva,DET,1092.0,0.0,2012-13
Richard Hamilton,CHI,1088.0,-4.0,2012-13
Marquis Daniels,MIL,1085.0,-2.9,2012-13
Gerald Green,IND,1080.0,-1.9,2012-13
Wilson Chandler,DEN,1079.0,0.5,2012-13
Enes Freedom,UTA,1078.0,-2.1,2012-13
Stephen Jackson,SAS,1075.0,-3.5,2012-13
Glen Davis,ORL,1064.0,-1.9,2012-13
Draymond Green,GSW,1061.0,-3.6,2012-13
Thomas Robinson,2TM,1056.0,-5.3,2012-13
Thomas Robinson,SAC,809.0,-5.6,2012-13
Thomas Robinson,HOU,247.0,-4.2,2012-13
Landry Fields,TOR,1037.0,-1.8,2012-13
Ivan Johnson,ATL,1035.0,-1.6,2012-13
Jermaine O'Neal,PHO,1029.0,-1.3,2012-13
Francisco García,2TM,1029.0,0.2,2012-13
Francisco García,SAC,710.0,-0.6,2012-13
Francisco García,HOU,319.0,1.8,2012-13
Dahntay Jones,2TM,1016.0,-5.5,2012-13
Dahntay Jones,DAL,635.0,-4.8,2012-13
Dahntay Jones,ATL,381.0,-6.6,2012-13
Andrea Bargnani,TOR,1003.0,-2.7,2012-13
Aaron Brooks,2TM,997.0,-2.2,2012-13
Aaron Brooks,SAC,959.0,-2.1,2012-13
Aaron Brooks,HOU,38.0,-4.0,2012-13
Iman Shumpert,NYK,996.0,-0.1,2012-13
Reggie Jackson,OKC,993.0,0.1,2012-13
Sebastian Telfair,2TM,980.0,-1.7,2012-13
Sebastian Telfair,PHO,795.0,-1.7,2012-13
Sebastian Telfair,TOR,185.0,-1.7,2012-13
Darrell Arthur,MEM,970.0,-2.4,2012-13
Jimmer Fredette,SAC,967.0,-1.3,2012-13
Anthony Tolliver,ATL,963.0,-3.1,2012-13
Eric Maynor,2TM,963.0,-4.5,2012-13
Eric Maynor,OKC,391.0,-5.0,2012-13
Eric Maynor,POR,572.0,-4.2,2012-13
Wesley Johnson,PHO,953.0,-3.3,2012-13
Jason Richardson,PHI,936.0,-0.5,2012-13
Chris Singleton,WAS,924.0,-4.3,2012-13
Nando De Colo,SAS,920.0,-1.2,2012-13
Daniel Gibson,CLE,919.0,-3.4,2012-13
MarShon Brooks,BRK,912.0,-1.7,2012-13
Matt Bonner,SAS,909.0,0.2,2012-13
John Jenkins,ATL,902.0,-0.8,2012-13
Anderson Varejão,CLE,901.0,3.7,2012-13
Mike Miller,MIA,900.0,1.5,2012-13
Will Barton,POR,894.0,-4.6,2012-13
Jonas Jerebko,DET,892.0,-0.1,2012-13
Jared Sullinger,BOS,892.0,-1.9,2012-13
Trevor Booker,WAS,887.0,-1.0,2012-13
James Johnson,SAC,878.0,-3.5,2012-13
Jason Smith,NOH,876.0,-1.6,2012-13
Chris Copeland,NYK,862.0,-0.5,2012-13
Mike James,DAL,862.0,-3.5,2012-13
Luke Walton,CLE,857.0,-1.0,2012-13
Ronnie Brewer,2TM,853.0,-0.7,2012-13
Ronnie Brewer,NYK,711.0,-0.8,2012-13
Ronnie Brewer,OKC,142.0,-0.6,2012-13
DeJuan Blair,SAS,851.0,-1.6,2012-13
Chris Wilcox,BOS,830.0,0.0,2012-13
Earl Watson,UTA,829.0,-3.5,2012-13
John Henson,MIL,827.0,-1.7,2012-13
John Lucas III,TOR,827.0,-0.6,2012-13
Chris Duhon,LAL,820.0,-2.9,2012-13
Victor Claver,POR,812.0,-3.7,2012-13
DeQuan Jones,ORL,803.0,-4.5,2012-13
Rashard Lewis,MIA,792.0,-2.5,2012-13
Andrew Bogut,GSW,786.0,1.4,2012-13
Hasheem Thabeet,OKC,770.0,-1.5,2012-13
Samuel Dalembert,MIL,765.0,-0.6,2012-13
Gustavo Ayón,2TM,734.0,-1.7,2012-13
Gustavo Ayón,ORL,571.0,-2.0,2012-13
Gustavo Ayón,MIL,163.0,-0.5,2012-13
Luke Babbitt,POR,730.0,-2.4,2012-13
Jeff Adrien,CHA,713.0,-3.0,2012-13
Patrick Beverley,HOU,713.0,3.8,2012-13
Kendall Marshall,PHO,702.0,-5.2,2012-13
Ronny Turiaf,LAC,701.0,-1.7,2012-13
Royal Ivey,PHI,698.0,-2.8,2012-13
Darius Miller,NOH,694.0,-2.7,2012-13
Cartier Martin,WAS,694.0,-2.1,2012-13
Nazr Mohammed,CHI,693.0,-3.6,2012-13
Sam Young,IND,693.0,-2.7,2012-13
Darius Morris,LAL,683.0,-4.2,2012-13
Amar'e Stoudemire,NYK,682.0,0.7,2012-13
Austin Daye,2TM,676.0,0.4,2012-13
Austin Daye,DET,348.0,-0.2,2012-13
Austin Daye,MEM,328.0,1.1,2012-13
Ryan Hollins,LAC,663.0,-3.9,2012-13
Patty Mills,SAS,656.0,0.2,2012-13
Jeremy Pargo,2TM,655.0,-3.2,2012-13
Jeremy Pargo,CLE,447.0,-2.7,2012-13
Jeremy Pargo,PHI,208.0,-4.4,2012-13
Lance Thomas,NOH,646.0,-3.0,2012-13
Mickaël Gelabale,MIN,644.0,-0.2,2012-13
Kyle O'Quinn,ORL,638.0,-1.6,2012-13
Xavier Henry,NOH,625.0,-5.7,2012-13
Chris Andersen,MIA,624.0,-0.2,2012-13
Orlando Johnson,IND,619.0,0.2,2012-13
Kevin Love,MIN,618.0,0.4,2012-13
Jan Veselý,WAS,601.0,-4.7,2012-13
Doron Lamb,2TM,577.0,-7.3,2012-13
Doron Lamb,MIL,280.0,-8.9,2012-13
Doron Lamb,ORL,297.0,-5.7,2012-13
Derek Fisher,2TM,575.0,-3.4,2012-13
Derek Fisher,DAL,229.0,-3.7,2012-13
Derek Fisher,OKC,346.0,-3.2,2012-13
Richard Jefferson,GSW,568.0,-1.3,2012-13
Joel Anthony,MIA,566.0,-1.3,2012-13
Rodrigue Beaubois,DAL,549.0,-2.6,2012-13
Jerry Stackhouse,BRK,544.0,-3.3,2012-13
Arnett Moultrie,PHI,542.0,-1.2,2012-13
Donatas Motiejūnas,HOU,538.0,-3.5,2012-13
Sasha Pavlović,POR,528.0,-3.3,2012-13
Ish Smith,2TM,516.0,-4.1,2012-13
Ish Smith,ORL,378.0,-5.2,2012-13
Ish Smith,MIL,138.0,-1.2,2012-13
Aaron Gray,TOR,513.0,-4.3,2012-13
Leandro Barbosa,BOS,513.0,-0.7,2012-13
Ronnie Price,POR,510.0,-4.9,2012-13
Chase Budinger,MIN,508.0,-1.4,2012-13
Jannero Pargo,3TM,507.0,-4.1,2012-13
Jannero Pargo,WAS,102.0,-10.5,2012-13
Jannero Pargo,ATL,113.0,-3.9,2012-13
Jannero Pargo,CHA,292.0,-1.9,2012-13
Omri Casspi,CLE,503.0,-0.1,2012-13
Mirza Teletović,BRK,499.0,-1.3,2012-13
Andris Biedriņš,GSW,495.0,-1.0,2012-13
Hakim Warrick,2TM,489.0,-4.8,2012-13
Hakim Warrick,NOH,7.0,14.0,2012-13
Hakim Warrick,CHA,482.0,-5.1,2012-13
Joel Freeland,POR,477.0,-5.4,2012-13
Khris Middleton,DET,475.0,-1.9,2012-13
Jordan Hill,LAL,458.0,-1.6,2012-13
Bernard James,DAL,457.0,-1.6,2012-13
Travis Outlaw,SAC,444.0,-2.4,2012-13
Charles Jenkins,2TM,441.0,-4.9,2012-13
Charles Jenkins,GSW,291.0,-5.4,2012-13
Charles Jenkins,PHI,150.0,-4.0,2012-13
Daequan Cook,2TM,441.0,-4.8,2012-13
Daequan Cook,HOU,165.0,-1.6,2012-13
Daequan Cook,CHI,276.0,-6.8,2012-13
Grant Hill,LAC,437.0,-5.6,2012-13
James White,NYK,435.0,-3.1,2012-13
Kenyon Martin,NYK,431.0,-1.1,2012-13
Evan Fournier,DEN,428.0,-1.4,2012-13
Chauncey Billups,LAC,418.0,0.5,2012-13
Shelvin Mack,3TM,416.0,-2.7,2012-13
Shelvin Mack,WAS,141.0,-1.7,2012-13
Shelvin Mack,PHI,7.0,-17.9,2012-13
Shelvin Mack,ATL,268.0,-2.8,2012-13
Kim English,DET,407.0,-4.2,2012-13
James Anderson,2TM,401.0,1.0,2012-13
James Anderson,SAS,94.0,0.4,2012-13
James Anderson,HOU,307.0,1.2,2012-13
Jordan Hamilton,DEN,397.0,0.9,2012-13
Marquis Teague,CHI,392.0,-5.6,2012-13
Kurt Thomas,NYK,392.0,-0.1,2012-13
Cory Joseph,SAS,388.0,-0.4,2012-13
Cole Aldrich,2TM,388.0,-2.9,2012-13
Cole Aldrich,HOU,213.0,-5.0,2012-13
Cole Aldrich,SAC,175.0,-0.5,2012-13
Dominic McGuire,3TM,387.0,-2.3,2012-13
Dominic McGuire,TOR,230.0,-2.8,2012-13
Dominic McGuire,NOH,145.0,-0.6,2012-13
Dominic McGuire,IND,12.0,-14.2,2012-13
Mickaël Piétrus,TOR,386.0,-4.8,2012-13
Jason Collins,2TM,384.0,-6.7,2012-13
Jason Collins,BOS,330.0,-7.0,2012-13
Jason Collins,WAS,54.0,-5.2,2012-13
Anthony Morrow,2TM,383.0,-1.8,2012-13
Anthony Morrow,ATL,301.0,-0.8,2012-13
Anthony Morrow,DAL,82.0,-5.7,2012-13
Reggie Williams,CHA,380.0,-1.4,2012-13
Mike Scott,ATL,376.0,-3.5,2012-13
Linas Kleiza,TOR,376.0,-5.4,2012-13
Lou Amundson,3TM,372.0,-4.2,2012-13
Lou Amundson,MIN,161.0,-7.9,2012-13
Lou Amundson,CHI,2.0,-22.8,2012-13
Lou Amundson,NOH,209.0,-1.1,2012-13
Jeff Ayres,IND,369.0,-1.0,2012-13
Timofey Mozgov,DEN,366.0,-3.7,2012-13
Tyrus Thomas,CHA,360.0,-6.1,2012-13
Johan Petro,ATL,352.0,-5.0,2012-13
Jared Jeffries,POR,350.0,-7.4,2012-13
Quincy Acy,TOR,342.0,0.1,2012-13
Dominique Jones,DAL,338.0,-3.4,2012-13
Kevin Jones,CLE,334.0,-4.1,2012-13
Anthony Randolph,DEN,329.0,-2.9,2012-13
Hamed Haddadi,2TM,322.0,-6.2,2012-13
Hamed Haddadi,MEM,87.0,-5.3,2012-13
Hamed Haddadi,PHO,235.0,-6.5,2012-13
Terrence Williams,BOS,318.0,-2.4,2012-13
Rasheed Wallace,NYK,296.0,-1.0,2012-13
DeAndre Liggins,OKC,290.0,-0.7,2012-13
Malcolm Lee,MIN,289.0,-1.3,2012-13
Nolan Smith,POR,288.0,-6.9,2012-13
Chris Johnson,MIN,284.0,1.6,2012-13
Perry Jones,OKC,280.0,-7.3,2012-13
Terrence Jones,HOU,276.0,1.7,2012-13
Tony Wroten,MEM,272.0,-3.8,2012-13
Kwame Brown,PHI,269.0,-4.9,2012-13
Kent Bazemore,GSW,267.0,-2.4,2012-13
Donald Sloan,2TM,263.0,-3.0,2012-13
Donald Sloan,CLE,257.0,-2.9,2012-13
Donald Sloan,NOH,6.0,-9.4,2012-13
Corey Maggette,DET,257.0,-5.9,2012-13
Troy Murphy,DAL,256.0,-1.9,2012-13
Marcus Camby,NYK,250.0,-3.6,2012-13
DeSagana Diop,CHA,226.0,-4.7,2012-13
Viacheslav Kravtsov,DET,224.0,-2.0,2012-13
James Jones,MIA,221.0,-3.0,2012-13
Tyshawn Taylor,BRK,221.0,-7.4,2012-13
Jeremy Evans,UTA,215.0,2.2,2012-13
Josh Howard,MIN,207.0,-3.8,2012-13
Robert Sacre,LAL,203.0,-8.8,2012-13
Maalik Wayns,2TM,202.0,-9.9,2012-13
Maalik Wayns,PHI,165.0,-12.4,2012-13
Maalik Wayns,LAC,37.0,0.9,2012-13
Ben Hansbrough,IND,200.0,-4.2,2012-13
Shavlik Randolph,BOS,198.0,-3.5,2012-13
Devin Ebanks,LAL,197.0,-7.7,2012-13
Samardo Samuels,CLE,196.0,-6.2,2012-13
Hedo Türkoğlu,ORL,189.0,-8.2,2012-13
Jon Leuer,2TM,187.0,-4.0,2012-13
Jon Leuer,CLE,91.0,-9.3,2012-13
Jon Leuer,MEM,96.0,1.0,2012-13
Earl Barron,2TM,159.0,-7.9,2012-13
Earl Barron,WAS,122.0,-8.9,2012-13
Earl Barron,NYK,37.0,-4.9,2012-13
Drew Gooden,MIL,151.0,-6.7,2012-13
Diante Garrett,PHO,149.0,-4.4,2012-13
Jeremy Lamb,OKC,147.0,-5.4,2012-13
Vladimir Radmanović,CHI,144.0,-5.4,2012-13
Justin Holiday,PHI,142.0,-5.0,2012-13
Aron Baynes,SAS,141.0,-7.0,2012-13
Terrel Harris,2TM,137.0,-12.6,2012-13
Terrel Harris,MIA,29.0,-9.8,2012-13
Terrel Harris,NOH,108.0,-13.3,2012-13
Brandon Roy,MIN,122.0,-4.2,2012-13
Al Harrington,ORL,119.0,-4.5,2012-13
Daniel Orton,OKC,104.0,-3.1,2012-13
Chris Johnson,MEM,102.0,0.5,2012-13
Josh Childress,BRK,100.0,-3.3,2012-13
Tornike Shengelia,BRK,93.0,-6.5,2012-13
D.J. White,BOS,86.0,-0.9,2012-13
Keyon Dooling,MEM,82.0,-1.4,2012-13
Chris Quinn,CLE,78.0,-9.2,2012-13
