PLAYER,TEAM_BBREF,MP,BPM,SEASON
Greg Monroe,DET,2222.0,0.4,2010-11
Kevin Garnett,BOS,2220.0,4.7,2010-11
Serge Ibaka,OKC,2216.0,0.5,2010-11
JaVale McGee,WAS,2193.0,-0.4,2010-11
James Harden,OKC,2189.0,1.9,2010-11
Rodney Stuckey,DET,2183.0,0.2,2010-11
Andray Blatche,WAS,2172.0,-0.9,2010-11
Brandon Jennings,MIL,2169.0,1.6,2010-11
Luke Ridnour,MIN,2159.0,0.0,2010-11
Kirk Hinrich,2TM,2157.0,-1.3,2010-11
Kirk Hinrich,WAS,1471.0,-1.0,2010-11
Kirk Hinrich,ATL,686.0,-1.8,2010-11
Tim Duncan,SAS,2156.0,4.4,2010-11
Rudy Gay,MEM,2152.0,2.8,2010-11
George Hill,SAS,2148.0,0.8,2010-11
Jared Dudley,PHO,2140.0,1.8,2010-11
Thaddeus Young,PHI,2135.0,1.0,2010-11
Ramon Sessions,CLE,2133.0,0.3,2010-11
Ben Gordon,DET,2131.0,-2.5,2010-11
Eric Gordon,LAC,2112.0,2.0,2010-11
Tyreke Evans,SAC,2107.0,0.0,2010-11
Danilo Gallinari,2TM,2104.0,0.7,2010-11
Danilo Gallinari,NYK,1671.0,0.1,2010-11
Danilo Gallinari,DEN,433.0,3.0,2010-11
Ty Lawson,DEN,2103.0,2.1,2010-11
José Calderón,TOR,2102.0,0.8,2010-11
Raja Bell,UTA,2097.0,-3.1,2010-11
Ryan Gomes,LAC,2095.0,-2.1,2010-11
Luc Mbah a Moute,MIL,2093.0,-1.3,2010-11
Anthony Parker,CLE,2091.0,-2.0,2010-11
Chuck Hayes,HOU,2079.0,1.9,2010-11
Wesley Johnson,MIN,2069.0,-1.7,2010-11
Jodie Meeks,PHI,2062.0,0.2,2010-11
Kris Humphries,NJN,2061.0,0.4,2010-11
Tyson Chandler,DAL,2059.0,1.5,2010-11
Vince Carter,2TM,2051.0,0.3,2010-11
Vince Carter,ORL,664.0,1.8,2010-11
Vince Carter,PHO,1387.0,-0.4,2010-11
Thabo Sefolosha,OKC,2049.0,0.6,2010-11
DeAndre Jordan,LAC,2047.0,-0.7,2010-11
Nick Young,WAS,2034.0,-1.3,2010-11
Marcin Gortat,2TM,2032.0,0.9,2010-11
Marcin Gortat,ORL,396.0,0.3,2010-11
Marcin Gortat,PHO,1636.0,1.0,2010-11
Carl Landry,2TM,2008.0,-1.9,2010-11
Carl Landry,SAC,1406.0,-1.8,2010-11
Carl Landry,NOH,602.0,-2.1,2010-11
Andrei Kirilenko,UTA,1999.0,2.2,2010-11
Brandon Bass,ORL,1980.0,0.2,2010-11
Toney Douglas,NYK,1971.0,0.4,2010-11
C.J. Miles,UTA,1969.0,-1.0,2010-11
J.R. Smith,DEN,1968.0,1.7,2010-11
Marco Belinelli,NOH,1957.0,-0.6,2010-11
Samuel Dalembert,SAC,1938.0,-2.2,2010-11
Carlos Boozer,CHI,1882.0,1.0,2010-11
O.J. Mayo,MEM,1869.0,-0.6,2010-11
Daniel Gibson,CLE,1865.0,-0.4,2010-11
Marvin Williams,ATL,1865.0,-0.8,2010-11
Anthony Morrow,NJN,1856.0,-1.0,2010-11
Amir Johnson,TOR,1853.0,0.3,2010-11
Antawn Jamison,CLE,1842.0,-0.1,2010-11
Eric Bledsoe,LAC,1841.0,-2.2,2010-11
Rashard Lewis,2TM,1824.0,-0.4,2010-11
Rashard Lewis,ORL,810.0,-0.5,2010-11
Rashard Lewis,WAS,1014.0,-0.3,2010-11
Rudy Fernández,POR,1821.0,0.9,2010-11
Evan Turner,PHI,1797.0,-2.2,2010-11
Jordan Farmar,NJN,1796.0,-0.4,2010-11
Gilbert Arenas,2TM,1796.0,-2.4,2010-11
Gilbert Arenas,WAS,726.0,-0.8,2010-11
Gilbert Arenas,ORL,1070.0,-3.6,2010-11
Mo Williams,2TM,1788.0,-2.4,2010-11
Mo Williams,CLE,1065.0,-2.8,2010-11
Mo Williams,LAC,723.0,-1.8,2010-11
Ronnie Brewer,CHI,1781.0,2.4,2010-11
Marcus Thornton,2TM,1775.0,1.0,2010-11
Marcus Thornton,NOH,745.0,-0.3,2010-11
Marcus Thornton,SAC,1030.0,1.9,2010-11
Keyon Dooling,MIL,1757.0,-1.2,2010-11
Brandon Rush,IND,1754.0,-0.8,2010-11
Jason Thompson,SAC,1748.0,-2.2,2010-11
Lou Williams,PHI,1747.0,2.3,2010-11
Taj Gibson,CHI,1742.0,-0.9,2010-11
Chase Budinger,HOU,1738.0,-0.2,2010-11
DeJuan Blair,SAS,1734.0,-0.5,2010-11
Courtney Lee,HOU,1723.0,-1.1,2010-11
Jarrett Jack,2TM,1722.0,-0.7,2010-11
Jarrett Jack,TOR,347.0,-2.6,2010-11
Jarrett Jack,NOH,1375.0,-0.3,2010-11
Spencer Hawes,PHI,1718.0,-1.9,2010-11
Kwame Brown,CHA,1714.0,-2.8,2010-11
Omri Casspi,SAC,1702.0,-0.6,2010-11
Tracy McGrady,DET,1686.0,0.6,2010-11
Darko Miličić,MIN,1686.0,-2.7,2010-11
Gary Neal,SAS,1685.0,-0.3,2010-11
Mike Dunleavy,IND,1683.0,1.6,2010-11
Willie Green,NOH,1674.0,-2.8,2010-11
J.J. Barea,DAL,1669.0,-0.5,2010-11
Charlie Villanueva,DET,1666.0,-0.4,2010-11
Al Harrington,DEN,1665.0,-1.7,2010-11
Gerald Henderson,CHA,1661.0,-1.8,2010-11
Kyle Korver,CHI,1649.0,1.1,2010-11
Baron Davis,2TM,1649.0,1.9,2010-11
Baron Davis,LAC,1269.0,1.3,2010-11
Baron Davis,CLE,380.0,3.9,2010-11
Sasha Vujačić,2TM,1648.0,-1.5,2010-11
Sasha Vujačić,LAL,54.0,-10.5,2010-11
Sasha Vujačić,NJN,1594.0,-1.2,2010-11
Dante Cunningham,2TM,1637.0,-3.3,2010-11
Dante Cunningham,POR,1108.0,-3.5,2010-11
Dante Cunningham,CHA,529.0,-2.8,2010-11
Reggie Williams,GSW,1626.0,-0.2,2010-11
Darrell Arthur,MEM,1609.0,-1.6,2010-11
Ed Davis,TOR,1602.0,-0.9,2010-11
Josh McRoberts,IND,1597.0,2.3,2010-11
Carlos Delfino,MIL,1590.0,1.5,2010-11
Steve Blake,LAL,1581.0,-2.3,2010-11
Mario Chalmers,MIA,1579.0,-0.8,2010-11
Sam Young,MEM,1577.0,-0.9,2010-11
Joakim Noah,CHI,1576.0,2.9,2010-11
Nenad Krstić,2TM,1571.0,-2.5,2010-11
Nenad Krstić,OKC,1018.0,-2.8,2010-11
Nenad Krstić,BOS,553.0,-1.8,2010-11
Shannon Brown,LAL,1568.0,-0.8,2010-11
Earl Watson,UTA,1567.0,-2.1,2010-11
Randy Foye,LAC,1551.0,-1.8,2010-11
James Jones,MIA,1549.0,1.0,2010-11
Maurice Evans,2TM,1549.0,-3.2,2010-11
Maurice Evans,ATL,837.0,-3.7,2010-11
Maurice Evans,WAS,712.0,-2.7,2010-11
Marcus Camby,POR,1540.0,1.5,2010-11
Tyler Hansbrough,IND,1535.0,-1.9,2010-11
Derrick Favors,2TM,1535.0,-3.2,2010-11
Derrick Favors,NJN,1091.0,-3.9,2010-11
Derrick Favors,UTA,444.0,-1.6,2010-11
Nick Collison,OKC,1524.0,-1.2,2010-11
JJ Redick,ORL,1513.0,1.1,2010-11
Corey Brewer,2TM,1510.0,-2.3,2010-11
Corey Brewer,MIN,1362.0,-2.8,2010-11
Corey Brewer,DAL,148.0,1.8,2010-11
Ersan İlyasova,MIL,1505.0,-0.6,2010-11
Andrew Bynum,LAL,1500.0,3.2,2010-11
Richard Hamilton,DET,1498.0,-1.6,2010-11
Jerryd Bayless,2TM,1496.0,-1.8,2010-11
Jerryd Bayless,NOH,149.0,-7.3,2010-11
Jerryd Bayless,TOR,1347.0,-1.2,2010-11
Tony Allen,MEM,1494.0,3.6,2010-11
Joel Anthony,MIA,1463.0,-1.6,2010-11
Keith Bogans,CHI,1461.0,-0.2,2010-11
Al-Farouq Aminu,LAC,1452.0,-2.8,2010-11
Austin Daye,DET,1446.0,-1.3,2010-11
Matt Bonner,SAS,1432.0,1.9,2010-11
Ryan Anderson,ORL,1424.0,4.6,2010-11
Hakim Warrick,PHO,1416.0,-1.0,2010-11
Sonny Weems,TOR,1413.0,-4.6,2010-11
Corey Maggette,MIL,1401.0,-0.8,2010-11
Andris Biedriņš,GSW,1397.0,-2.3,2010-11
Leandro Barbosa,TOR,1395.0,-1.3,2010-11
Antonio McDyess,SAS,1387.0,-0.7,2010-11
Francisco García,SAC,1386.0,1.0,2010-11
Al Thornton,2TM,1383.0,-3.3,2010-11
Al Thornton,WAS,1069.0,-2.7,2010-11
Al Thornton,GSW,314.0,-5.5,2010-11
Anthony Tolliver,MIN,1362.0,0.0,2010-11
Brendan Haywood,DAL,1331.0,-1.9,2010-11
Shawne Williams,NYK,1323.0,-0.7,2010-11
Brandon Roy,POR,1310.0,-0.2,2010-11
Aaron Brooks,2TM,1284.0,-3.0,2010-11
Aaron Brooks,HOU,811.0,-4.1,2010-11
Aaron Brooks,PHO,473.0,-1.1,2010-11
Nazr Mohammed,2TM,1280.0,-2.8,2010-11
Nazr Mohammed,CHA,851.0,-3.2,2010-11
Nazr Mohammed,OKC,429.0,-2.1,2010-11
Paul George,IND,1265.0,-0.1,2010-11
Shaun Livingston,CHA,1261.0,0.0,2010-11
Zaza Pachulia,ATL,1244.0,-2.8,2010-11
Ben Wallace,DET,1238.0,0.0,2010-11
Goran Dragić,2TM,1234.0,-1.3,2010-11
Goran Dragić,PHO,856.0,-3.5,2010-11
Goran Dragić,HOU,378.0,3.7,2010-11
Kenyon Martin,DEN,1233.0,0.9,2010-11
Gordon Hayward,UTA,1218.0,-2.2,2010-11
Eric Maynor,OKC,1200.0,-1.8,2010-11
Carlos Arroyo,2TM,1185.0,-2.3,2010-11
Carlos Arroyo,MIA,995.0,-2.2,2010-11
Carlos Arroyo,BOS,190.0,-3.0,2010-11
Ryan Hollins,CLE,1182.0,-4.3,2010-11
Wayne Ellington,MIN,1181.0,-3.5,2010-11
Kurt Thomas,CHI,1178.0,-0.6,2010-11
Vladimir Radmanović,GSW,1169.0,-0.1,2010-11
DeShawn Stevenson,DAL,1158.0,-0.4,2010-11
Zydrunas Ilgauskas,MIA,1145.0,-2.7,2010-11
Ronny Turiaf,NYK,1141.0,1.4,2010-11
Donté Greene,SAC,1127.0,-2.2,2010-11
Jordan Hill,HOU,1125.0,-4.3,2010-11
Will Bynum,DET,1125.0,-1.9,2010-11
Alonzo Gee,3TM,1118.0,-2.5,2010-11
Alonzo Gee,SAS,18.0,-9.2,2010-11
Alonzo Gee,WAS,127.0,-2.8,2010-11
Alonzo Gee,CLE,973.0,-2.3,2010-11
Yi Jianlian,WAS,1112.0,-5.3,2010-11
Mickaël Piétrus,2TM,1107.0,-1.0,2010-11
Mickaël Piétrus,ORL,418.0,-0.5,2010-11
Mickaël Piétrus,PHO,689.0,-1.2,2010-11
Jason Smith,NOH,1102.0,-3.5,2010-11
Martell Webster,MIN,1094.0,-1.3,2010-11
C.J. Watson,CHI,1091.0,-0.3,2010-11
Trevor Booker,WAS,1063.0,-0.9,2010-11
Jamario Moon,2TM,1042.0,-1.1,2010-11
Jamario Moon,CLE,764.0,-0.8,2010-11
Jamario Moon,LAC,278.0,-1.9,2010-11
Linas Kleiza,TOR,1032.0,-4.7,2010-11
Ekpe Udoh,GSW,1030.0,-3.8,2010-11
Jordan Crawford,2TM,1027.0,-3.8,2010-11
Jordan Crawford,ATL,160.0,-5.5,2010-11
Jordan Crawford,WAS,867.0,-3.4,2010-11
Matt Barnes,LAL,1020.0,0.6,2010-11
Brad Miller,HOU,1015.0,2.8,2010-11
Nate Robinson,2TM,1013.0,-2.6,2010-11
Nate Robinson,BOS,983.0,-2.3,2010-11
Nate Robinson,OKC,30.0,-12.9,2010-11
Chris Wilcox,DET,995.0,-1.4,2010-11
Anderson Varejão,CLE,994.0,-0.8,2010-11
Robin Lopez,PHO,991.0,-4.1,2010-11
Ömer Aşık,CHI,989.0,-1.8,2010-11
Jonny Flynn,MIN,983.0,-6.3,2010-11
Eddie House,MIA,978.0,-0.3,2010-11
Jeff Teague,ATL,963.0,0.5,2010-11
Stephen Graham,NJN,959.0,-6.8,2010-11
Quentin Richardson,ORL,955.0,-1.5,2010-11
Christian Eyenga,CLE,947.0,-4.0,2010-11
Jeff Foster,IND,940.0,-0.5,2010-11
Marquis Daniels,BOS,938.0,0.6,2010-11
Manny Harris,CLE,933.0,-3.5,2010-11
Andrés Nocioni,PHI,931.0,-2.5,2010-11
Jason Maxiell,DET,930.0,-4.4,2010-11
Shelden Williams,2TM,911.0,-2.7,2010-11
Shelden Williams,DEN,713.0,-3.1,2010-11
Shelden Williams,NYK,198.0,-1.5,2010-11
Josh Childress,PHO,894.0,-0.5,2010-11
Johan Petro,NJN,893.0,-4.7,2010-11
Nikola Peković,MIN,887.0,-5.7,2010-11
Chris Douglas-Roberts,MIL,884.0,-1.4,2010-11
Larry Sanders,MIL,872.0,-3.5,2010-11
Patrick Patterson,HOU,868.0,0.3,2010-11
Caron Butler,DAL,867.0,-0.9,2010-11
Earl Boykins,MIL,862.0,2.4,2010-11
Tyrus Thomas,CHA,861.0,-0.6,2010-11
Greivis Vásquez,MEM,860.0,-3.3,2010-11
Drew Gooden,MIL,860.0,-1.0,2010-11
Eugene Jeter,SAC,858.0,-3.3,2010-11
James Posey,IND,839.0,-2.0,2010-11
Mike Miller,MIA,838.0,-1.4,2010-11
Chris Kaman,LAC,838.0,-1.4,2010-11
James Johnson,2TM,822.0,-0.6,2010-11
James Johnson,CHI,123.0,-3.4,2010-11
James Johnson,TOR,699.0,-0.2,2010-11
Erick Dampier,MIA,815.0,-0.3,2010-11
Reggie Evans,TOR,798.0,-1.5,2010-11
A.J. Price,IND,795.0,-2.9,2010-11
Gary Forbes,DEN,791.0,-2.9,2010-11
Henry Walker,NYK,784.0,-1.8,2010-11
Patty Mills,POR,783.0,-1.5,2010-11
Chris Duhon,ORL,774.0,-3.8,2010-11
T.J. Ford,IND,773.0,-2.9,2010-11
Rasual Butler,2TM,770.0,-3.8,2010-11
Rasual Butler,LAC,744.0,-4.0,2010-11
Rasual Butler,CHI,26.0,0.1,2010-11
Julian Wright,TOR,766.0,0.0,2010-11
Dominic McGuire,CHA,760.0,-2.9,2010-11
Shaquille O'Neal,BOS,752.0,0.3,2010-11
Kendrick Perkins,2TM,742.0,-3.0,2010-11
Kendrick Perkins,BOS,313.0,-2.5,2010-11
Kendrick Perkins,OKC,429.0,-3.4,2010-11
Tiago Splitter,SAS,738.0,-0.8,2010-11
Quincy Pondexter,NOH,734.0,-2.3,2010-11
Marreese Speights,PHI,734.0,-3.0,2010-11
Chris Andersen,DEN,732.0,3.0,2010-11
Acie Law,2TM,726.0,-4.0,2010-11
Acie Law,MEM,94.0,-9.2,2010-11
Acie Law,GSW,632.0,-3.2,2010-11
Ronnie Price,UTA,717.0,-6.3,2010-11
Sebastian Telfair,MIN,711.0,-3.5,2010-11
Samardo Samuels,CLE,701.0,-5.8,2010-11
Lou Amundson,GSW,691.0,-4.5,2010-11
D.J. White,2TM,685.0,-1.1,2010-11
D.J. White,OKC,219.0,-3.7,2010-11
D.J. White,CHA,466.0,0.1,2010-11
Jon Brockman,MIL,677.0,-3.9,2010-11
Damien Wilkins,ATL,676.0,-1.0,2010-11
Josh Powell,ATL,653.0,-7.3,2010-11
Luke Harangody,2TM,640.0,-3.7,2010-11
Luke Harangody,BOS,241.0,-5.2,2010-11
Luke Harangody,CLE,399.0,-2.8,2010-11
Kevin Séraphin,WAS,635.0,-6.9,2010-11
Brian Cardinal,DAL,618.0,1.2,2010-11
Peja Stojaković,3TM,617.0,2.1,2010-11
Peja Stojaković,NOH,89.0,3.8,2010-11
Peja Stojaković,TOR,22.0,15.5,2010-11
Peja Stojaković,DAL,506.0,1.3,2010-11
Francisco Elson,UTA,610.0,-3.5,2010-11
Jared Jeffries,2TM,601.0,-2.2,2010-11
Jared Jeffries,HOU,138.0,-3.8,2010-11
Jared Jeffries,NYK,463.0,-1.7,2010-11
Daequan Cook,OKC,598.0,1.1,2010-11
Semih Erden,2TM,595.0,-3.0,2010-11
Semih Erden,BOS,531.0,-2.3,2010-11
Semih Erden,CLE,64.0,-8.2,2010-11
Jason Collins,ATL,593.0,-4.8,2010-11
Juwan Howard,MIA,592.0,-3.5,2010-11
Anthony Randolph,2TM,590.0,-2.2,2010-11
Anthony Randolph,NYK,127.0,-6.5,2010-11
Anthony Randolph,MIN,463.0,-1.0,2010-11
Dahntay Jones,IND,589.0,-1.2,2010-11
Craig Smith,LAC,586.0,-1.1,2010-11
Joey Graham,CLE,586.0,-5.8,2010-11
Luther Head,SAC,586.0,-0.7,2010-11
Matt Carroll,CHA,582.0,-2.7,2010-11
Derrick Brown,2TM,576.0,-1.6,2010-11
Derrick Brown,CHA,488.0,-1.6,2010-11
Derrick Brown,NYK,88.0,-1.2,2010-11
Von Wafer,BOS,553.0,-1.4,2010-11
Cartier Martin,WAS,542.0,-0.6,2010-11
Aaron Gray,NOH,531.0,-4.0,2010-11
Solomon Jones,IND,528.0,-4.5,2010-11
Xavier Henry,MEM,527.0,-5.3,2010-11
Timofey Mozgov,2TM,524.0,-4.7,2010-11
Timofey Mozgov,NYK,458.0,-4.8,2010-11
Timofey Mozgov,DEN,66.0,-3.5,2010-11
Joey Dorsey,TOR,522.0,-1.6,2010-11
Joel Przybilla,2TM,519.0,-4.8,2010-11
Joel Przybilla,POR,445.0,-3.7,2010-11
Joel Przybilla,CHA,74.0,-11.8,2010-11
Rodrigue Beaubois,DAL,496.0,-2.7,2010-11
Ian Mahinmi,DAL,488.0,-2.1,2010-11
Hilton Armstrong,2TM,488.0,-3.7,2010-11
Hilton Armstrong,WAS,412.0,-4.2,2010-11
Hilton Armstrong,ATL,76.0,-1.2,2010-11
Darnell Jackson,SAC,486.0,-3.5,2010-11
Luke Walton,LAL,484.0,-5.0,2010-11
Jermaine Taylor,2TM,483.0,-3.6,2010-11
Jermaine Taylor,HOU,77.0,-1.8,2010-11
Jermaine Taylor,SAC,406.0,-3.9,2010-11
Ike Diogu,LAC,470.0,-4.9,2010-11
Troy Murphy,2TM,466.0,-3.1,2010-11
Troy Murphy,NJN,288.0,-4.2,2010-11
Troy Murphy,BOS,178.0,-1.3,2010-11
Earl Clark,2TM,464.0,-3.8,2010-11
Earl Clark,PHO,72.0,-3.3,2010-11
Earl Clark,ORL,392.0,-3.9,2010-11
Jeremy Evans,UTA,463.0,2.1,2010-11
Anthony Carter,2TM,463.0,-2.4,2010-11
Anthony Carter,DEN,153.0,-3.7,2010-11
Anthony Carter,NYK,310.0,-1.8,2010-11
Dan Gadzuric,2TM,463.0,-7.0,2010-11
Dan Gadzuric,GSW,297.0,-6.8,2010-11
Dan Gadzuric,NJN,166.0,-7.3,2010-11
Kyrylo Fesenko,UTA,456.0,-7.4,2010-11
Delonte West,BOS,453.0,1.8,2010-11
Brian Cook,LAC,447.0,-1.9,2010-11
Ish Smith,2TM,442.0,-5.0,2010-11
Ish Smith,HOU,329.0,-3.8,2010-11
Ish Smith,MEM,113.0,-8.5,2010-11
Ben Uzoh,NJN,438.0,-0.6,2010-11
Kosta Koufos,2TM,434.0,-5.5,2010-11
Kosta Koufos,MIN,336.0,-5.9,2010-11
Kosta Koufos,DEN,98.0,-4.1,2010-11
Jermaine O'Neal,BOS,431.0,-4.2,2010-11
Lazar Hayward,MIN,419.0,-2.9,2010-11
Josh Howard,WAS,409.0,-3.8,2010-11
Damion James,NJN,403.0,-2.6,2010-11
Jawad Williams,CLE,391.0,-6.8,2010-11
Brandan Wright,2TM,379.0,-1.4,2010-11
Brandan Wright,GSW,195.0,-1.5,2010-11
Brandan Wright,NJN,184.0,-1.4,2010-11
Tony Battie,PHI,377.0,-3.3,2010-11
Hasheem Thabeet,2TM,373.0,-5.7,2010-11
Hasheem Thabeet,MEM,369.0,-5.5,2010-11
Hasheem Thabeet,HOU,4.0,-19.9,2010-11
David Andersen,2TM,373.0,-3.4,2010-11
David Andersen,TOR,150.0,-0.5,2010-11
David Andersen,NOH,223.0,-5.4,2010-11
Eduardo Nájera,CHA,372.0,-3.6,2010-11
Melvin Ely,DEN,366.0,-3.2,2010-11
Sasha Pavlović,3TM,362.0,-3.0,2010-11
Sasha Pavlović,DAL,163.0,-1.6,2010-11
Sasha Pavlović,NOH,50.0,-4.5,2010-11
Sasha Pavlović,BOS,149.0,-4.1,2010-11
Quinton Ross,NJN,353.0,-6.2,2010-11
Udonis Haslem,MIA,345.0,-2.3,2010-11
Alexis Ajinça,2TM,340.0,-3.8,2010-11
Alexis Ajinça,DAL,75.0,-2.9,2010-11
Alexis Ajinça,TOR,265.0,-4.1,2010-11
Rodney Carney,2TM,336.0,-2.8,2010-11
Rodney Carney,GSW,331.0,-2.8,2010-11
Rodney Carney,MEM,5.0,1.2,2010-11
D.J. Mbenga,NOH,330.0,-2.8,2010-11
Leon Powe,2TM,328.0,-3.4,2010-11
Leon Powe,CLE,187.0,-3.3,2010-11
Leon Powe,MEM,141.0,-3.5,2010-11
Othyus Jeffers,2TM,322.0,-1.7,2010-11
Othyus Jeffers,SAS,8.0,-14.4,2010-11
Othyus Jeffers,WAS,314.0,-1.4,2010-11
Roger Mason,NYK,319.0,-3.6,2010-11
Earl Barron,3TM,305.0,-8.1,2010-11
Earl Barron,PHO,183.0,-11.5,2010-11
Earl Barron,MIL,85.0,0.0,2010-11
Earl Barron,POR,37.0,-10.4,2010-11
Sundiata Gaines,3TM,301.0,-2.9,2010-11
