PLAYER,TEAM_BBREF,MP,BPM,SEASON
Max Strus,CLE,2239.0,-0.6,2023-24
Dillon Brooks,HOU,2227.0,-3.6,2023-24
Tyrese Haliburton,IND,2224.0,6.9,2023-24
Jalen Williams,OKC,2223.0,2.3,2023-24
P.J. Washington,2TM,2221.0,-2.1,2023-24
P.J. Washington,CHO,1286.0,-2.8,2023-24
P.J. Washington,DAL,935.0,-1.2,2023-24
Jaden Ivey,DET,2217.0,-3.1,2023-24
Ayo Dosunmu,CHI,2212.0,-0.8,2023-24
Zion Williamson,NOP,2207.0,3.8,2023-24
Mike Conley,MIN,2193.0,3.4,2023-24
Jeremy Sochan,SAS,2193.0,-3.4,2023-24
Buddy Hield,2TM,2160.0,0.4,2023-24
Buddy Hield,IND,1336.0,0.2,2023-24
Buddy Hield,PHI,824.0,0.8,2023-24
CJ McCollum,NOP,2159.0,3.1,2023-24
Spencer Dinwiddie,2TM,2152.0,-1.9,2023-24
Spencer Dinwiddie,BRK,1474.0,-1.3,2023-24
Spencer Dinwiddie,LAL,678.0,-3.2,2023-24
Tre Jones,SAS,2138.0,-0.4,2023-24
Grant Williams,2TM,2130.0,-2.6,2023-24
Grant Williams,DAL,1242.0,-3.4,2023-24
Grant Williams,CHO,888.0,-1.5,2023-24
Jaren Jackson Jr.,MEM,2124.0,0.4,2023-24
Tim Hardaway Jr.,DAL,2120.0,-2.9,2023-24
Nic Claxton,BRK,2116.0,1.2,2023-24
Jaime Jaquez Jr.,MIA,2113.0,-1.9,2023-24
Taurean Prince,LAL,2108.0,-2.8,2023-24
Victor Wembanyama,SAS,2106.0,5.2,2023-24
Jaden McDaniels,MIN,2105.0,-2.6,2023-24
Brandon Ingram,NOP,2103.0,1.2,2023-24
Scottie Barnes,TOR,2094.0,3.7,2023-24
Jusuf Nurkić,PHO,2078.0,1.1,2023-24
Myles Turner,IND,2076.0,0.9,2023-24
Collin Sexton,UTA,2075.0,1.9,2023-24
Cam Thomas,BRK,2075.0,-1.2,2023-24
Cade Cunningham,DET,2074.0,0.3,2023-24
Corey Kispert,WAS,2067.0,-2.1,2023-24
Saddiq Bey,ATL,2062.0,-1.8,2023-24
Kelly Oubre Jr.,PHI,2055.0,-2.3,2023-24
Alperen Şengün,HOU,2046.0,4.9,2023-24
Jimmy Butler,MIA,2042.0,4.6,2023-24
Alex Caruso,CHI,2040.0,2.5,2023-24
Terry Rozier,2TM,2040.0,1.5,2023-24
Terry Rozier,CHO,1065.0,2.3,2023-24
Terry Rozier,MIA,975.0,0.7,2023-24
Keldon Johnson,SAS,2038.0,-1.7,2023-24
Kyrie Irving,DAL,2030.0,4.9,2023-24
Karl-Anthony Towns,MIN,2026.0,2.5,2023-24
Jalen Suggs,ORL,2025.0,1.0,2023-24
Keyonte George,UTA,2023.0,-4.4,2023-24
Josh Giddey,OKC,2011.0,1.5,2023-24
Bobby Portis,MIL,2008.0,-0.8,2023-24
Aaron Nesmith,IND,1995.0,-0.5,2023-24
Gary Trent Jr.,TOR,1994.0,-2.6,2023-24
Norman Powell,LAC,1990.0,-0.8,2023-24
Immanuel Quickley,2TM,1985.0,1.3,2023-24
Immanuel Quickley,NYK,720.0,2.5,2023-24
Immanuel Quickley,TOR,1265.0,0.6,2023-24
Brandin Podziemski,GSW,1968.0,-0.1,2023-24
Naz Reid,MIN,1964.0,1.5,2023-24
Caris LeVert,CLE,1958.0,0.2,2023-24
Royce O'Neale,2TM,1954.0,0.0,2023-24
Royce O'Neale,BRK,1202.0,-0.7,2023-24
Royce O'Neale,PHO,752.0,1.3,2023-24
Jonathan Kuminga,GSW,1949.0,-0.4,2023-24
Donovan Mitchell,CLE,1942.0,5.8,2023-24
Trae Young,ATL,1942.0,2.6,2023-24
Dorian Finney-Smith,BRK,1934.0,-2.0,2023-24
Tyus Jones,WAS,1933.0,0.7,2023-24
Jonas Valančiūnas,NOP,1925.0,1.2,2023-24
Nickeil Alexander-Walker,MIN,1921.0,0.2,2023-24
Andrew Wiggins,GSW,1920.0,-2.5,2023-24
Duncan Robinson,MIA,1905.0,-0.9,2023-24
John Collins,UTA,1901.0,-0.9,2023-24
Darius Garland,CLE,1901.0,-1.0,2023-24
Isaiah Hartenstein,NYK,1896.0,3.5,2023-24
Eric Gordon,PHO,1893.0,-1.7,2023-24
Jalen Johnson,ATL,1889.0,1.2,2023-24
Isaac Okoro,CLE,1887.0,-1.1,2023-24
Clint Capela,ATL,1883.0,0.1,2023-24
Terance Mann,LAC,1873.0,-1.5,2023-24
Malik Monk,SAC,1872.0,0.6,2023-24
Bruce Brown,2TM,1866.0,-3.3,2023-24
Bruce Brown,IND,981.0,-2.3,2023-24
Bruce Brown,TOR,885.0,-4.5,2023-24
Jamal Murray,DEN,1861.0,4.1,2023-24
RJ Barrett,2TM,1838.0,-0.8,2023-24
RJ Barrett,NYK,766.0,-2.0,2023-24
RJ Barrett,TOR,1072.0,0.1,2023-24
Georges Niang,CLE,1831.0,-2.9,2023-24
Jerami Grant,POR,1830.0,-0.1,2023-24
Rui Hachimura,LAL,1826.0,-0.9,2023-24
Payton Pritchard,BOS,1825.0,1.0,2023-24
Lauri Markkanen,UTA,1820.0,3.6,2023-24
Reggie Jackson,DEN,1817.0,-3.2,2023-24
Cole Anthony,ORL,1817.0,0.1,2023-24
Daniel Gafford,2TM,1815.0,2.6,2023-24
Daniel Gafford,WAS,1192.0,0.9,2023-24
Daniel Gafford,DAL,623.0,5.9,2023-24
Ivica Zubac,LAC,1794.0,0.8,2023-24
Deandre Ayton,POR,1784.0,0.3,2023-24
Derrick Jones Jr.,DAL,1783.0,-1.5,2023-24
Kyle Anderson,MIN,1782.0,1.1,2023-24
Jalen Duren,DET,1777.0,-0.1,2023-24
Bradley Beal,PHO,1767.0,0.4,2023-24
Scoot Henderson,POR,1765.0,-5.8,2023-24
Nick Richards,CHO,1759.0,-2.3,2023-24
Kelly Olynyk,2TM,1759.0,1.8,2023-24
Kelly Olynyk,UTA,1019.0,2.6,2023-24
Kelly Olynyk,TOR,740.0,0.7,2023-24
Caleb Martin,MIA,1756.0,-2.0,2023-24
Sam Hauser,BOS,1741.0,1.2,2023-24
Al Horford,BOS,1740.0,3.6,2023-24
Toumani Camara,POR,1739.0,-3.1,2023-24
Obi Toppin,IND,1730.0,1.5,2023-24
Bilal Coulibaly,WAS,1715.0,-4.2,2023-24
OG Anunoby,2TM,1702.0,-0.6,2023-24
OG Anunoby,TOR,900.0,-1.6,2023-24
OG Anunoby,NYK,802.0,0.6,2023-24
Jabari Walker,POR,1700.0,-3.3,2023-24
Andrew Nembhard,IND,1697.0,-2.2,2023-24
Cason Wallace,OKC,1692.0,0.1,2023-24
Trey Murphy III,NOP,1690.0,2.5,2023-24
Kristaps Porziņģis,BOS,1690.0,5.1,2023-24
Kyle Lowry,2TM,1690.0,-1.0,2023-24
Kyle Lowry,MIA,1037.0,-0.8,2023-24
Kyle Lowry,PHI,653.0,-1.3,2023-24
Jordan Clarkson,UTA,1682.0,-4.5,2023-24
De'Andre Hunter,ATL,1681.0,-2.4,2023-24
Pat Connaughton,MIL,1676.0,-1.6,2023-24
Christian Braun,DEN,1655.0,-1.9,2023-24
Simone Fontecchio,2TM,1644.0,-1.0,2023-24
Simone Fontecchio,UTA,1160.0,-1.6,2023-24
Simone Fontecchio,DET,484.0,0.6,2023-24
Ochai Agbaji,2TM,1641.0,-4.4,2023-24
Ochai Agbaji,UTA,1003.0,-3.0,2023-24
Ochai Agbaji,TOR,638.0,-6.5,2023-24
Julius Randle,NYK,1630.0,1.9,2023-24
Precious Achiuwa,2TM,1624.0,-1.4,2023-24
Precious Achiuwa,TOR,437.0,-1.6,2023-24
Precious Achiuwa,NYK,1187.0,-1.4,2023-24
Santi Aldama,MEM,1618.0,-0.2,2023-24
Cameron Johnson,BRK,1599.0,0.4,2023-24
Malaki Branham,SAS,1594.0,-5.6,2023-24
Paul Reed,PHI,1590.0,0.4,2023-24
Ausar Thompson,DET,1583.0,-2.2,2023-24
Anfernee Simons,POR,1582.0,0.2,2023-24
Kevin Huerter,SAC,1562.0,-0.8,2023-24
Bennedict Mathurin,IND,1538.0,-3.4,2023-24
Evan Mobley,CLE,1532.0,2.9,2023-24
Chris Paul,GSW,1531.0,1.0,2023-24
Russell Westbrook,LAC,1529.0,0.5,2023-24
Nicolas Batum,2TM,1529.0,-0.4,2023-24
Nicolas Batum,LAC,54.0,2.8,2023-24
Nicolas Batum,PHI,1475.0,-0.5,2023-24
Zach Collins,SAS,1526.0,-2.0,2023-24
Josh Green,DAL,1505.0,-2.7,2023-24
Walker Kessler,UTA,1493.0,0.9,2023-24
Draymond Green,GSW,1490.0,2.4,2023-24
Peyton Watson,DEN,1488.0,-2.2,2023-24
Matisse Thybulle,POR,1487.0,0.6,2023-24
Khris Middleton,MIL,1487.0,1.1,2023-24
Bojan Bogdanović,2TM,1478.0,-3.2,2023-24
Bojan Bogdanović,DET,921.0,-2.1,2023-24
Bojan Bogdanović,NYK,557.0,-4.9,2023-24
Julian Champagnie,SAS,1468.0,-1.9,2023-24
Patrick Beverley,2TM,1462.0,-1.1,2023-24
Patrick Beverley,PHI,919.0,-1.5,2023-24
Patrick Beverley,MIL,543.0,-0.4,2023-24
Amir Coffey,LAC,1460.0,-2.2,2023-24
Isaiah Joe,OKC,1445.0,0.9,2023-24
Desmond Bane,MEM,1443.0,2.8,2023-24
Vince Williams Jr.,MEM,1436.0,-0.7,2023-24
Isaiah Stewart,DET,1423.0,-2.3,2023-24
Moritz Wagner,ORL,1415.0,2.0,2023-24
Tyler Herro,MIA,1407.0,0.8,2023-24
Wendell Carter Jr.,ORL,1406.0,0.9,2023-24
Onyeka Okongwu,ATL,1405.0,-0.4,2023-24
Amen Thompson,HOU,1388.0,1.8,2023-24
Haywood Highsmith,MIA,1366.0,-0.7,2023-24
Dyson Daniels,NOP,1358.0,0.6,2023-24
Andre Drummond,CHI,1351.0,0.1,2023-24
Marcus Sasser,DET,1351.0,-2.6,2023-24
Kris Murray,POR,1348.0,-3.6,2023-24
Miles McBride,NYK,1328.0,-0.1,2023-24
Jakob Poeltl,TOR,1319.0,0.7,2023-24
Joel Embiid,PHI,1309.0,11.6,2023-24
Jeff Green,HOU,1307.0,-2.1,2023-24
Cameron Payne,2TM,1304.0,-1.1,2023-24
Cameron Payne,MIL,702.0,-1.5,2023-24
Cameron Payne,PHI,602.0,-0.7,2023-24
Gary Harris,ORL,1297.0,-1.2,2023-24
Dereck Lively II,DAL,1294.0,0.5,2023-24
T.J. McConnell,IND,1291.0,3.0,2023-24
Aaron Holiday,HOU,1269.0,-1.5,2023-24
Cedi Osman,SAS,1269.0,-2.1,2023-24
Gradey Dick,TOR,1268.0,-5.4,2023-24
Naji Marshall,NOP,1257.0,-0.7,2023-24
Kris Dunn,UTA,1249.0,-0.1,2023-24
Gordon Hayward,2TM,1245.0,-2.1,2023-24
Gordon Hayward,CHO,798.0,-1.8,2023-24
Gordon Hayward,OKC,447.0,-2.6,2023-24
GG Jackson II,MEM,1233.0,-2.0,2023-24
Aaron Wiggins,OKC,1228.0,0.7,2023-24
Larry Nance Jr.,NOP,1216.0,2.0,2023-24
Duop Reath,POR,1214.0,-0.9,2023-24
Alec Burks,2TM,1212.0,-2.3,2023-24
Alec Burks,DET,901.0,-0.4,2023-24
Alec Burks,NYK,311.0,-7.8,2023-24
Kevon Looney,GSW,1195.0,0.6,2023-24
David Roddy,2TM,1177.0,-5.0,2023-24
David Roddy,MEM,1114.0,-5.0,2023-24
David Roddy,PHO,63.0,-5.8,2023-24
Vasilije Micić,2TM,1176.0,-4.6,2023-24
Vasilije Micić,OKC,361.0,-5.3,2023-24
Vasilije Micić,CHO,815.0,-4.4,2023-24
Patrick Williams,CHI,1174.0,-2.3,2023-24
John Konchar,MEM,1173.0,-0.4,2023-24
Drew Eubanks,PHO,1169.0,-1.2,2023-24
Joe Ingles,ORL,1169.0,-0.5,2023-24
Anthony Black,ORL,1164.0,-3.0,2023-24
Jordan Hawkins,NOP,1160.0,-3.1,2023-24
Trey Lyles,SAC,1158.0,-1.1,2023-24
Moses Moody,GSW,1156.0,-0.1,2023-24
Jae Crowder,MIL,1156.0,-2.6,2023-24
Trayce Jackson-Davis,GSW,1130.0,2.8,2023-24
Malcolm Brogdon,POR,1121.0,2.0,2023-24
Dean Wade,CLE,1108.0,0.1,2023-24
Josh Richardson,MIA,1103.0,-1.3,2023-24
Davion Mitchell,SAC,1101.0,-3.4,2023-24
Dario Šarić,GSW,1098.0,1.0,2023-24
James Wiseman,DET,1091.0,-3.5,2023-24
Danté Exum,DAL,1088.0,-0.6,2023-24
Sam Merrill,CLE,1069.0,0.5,2023-24
Dennis Smith Jr.,BRK,1059.0,-0.8,2023-24
Shaedon Sharpe,POR,1059.0,-2.8,2023-24
Jordan Goodwin,2TM,1055.0,-1.0,2023-24
Jordan Goodwin,PHO,558.0,-0.9,2023-24
Jordan Goodwin,MEM,497.0,-1.2,2023-24
Marvin Bagley III,2TM,1053.0,-0.4,2023-24
Marvin Bagley III,DET,478.0,-1.2,2023-24
Marvin Bagley III,WAS,575.0,0.3,2023-24
Torrey Craig,CHI,1049.0,-2.0,2023-24
Jalen Smith,IND,1047.0,2.4,2023-24
Dalano Banton,2TM,1047.0,-1.3,2023-24
Dalano Banton,BOS,171.0,-4.1,2023-24
Dalano Banton,POR,876.0,-0.8,2023-24
Ziaire Williams,MEM,1038.0,-4.5,2023-24
Jae'Sean Tate,HOU,1031.0,-2.3,2023-24
Kenrich Williams,OKC,1029.0,-0.8,2023-24
Jose Alvarado,NOP,1028.0,-0.1,2023-24
Quentin Grimes,2TM,1025.0,-2.2,2023-24
Quentin Grimes,NYK,910.0,-1.5,2023-24
Quentin Grimes,DET,115.0,-8.1,2023-24
De'Anthony Melton,PHI,1023.0,0.5,2023-24
Daniel Theis,2TM,1015.0,-1.6,2023-24
Daniel Theis,IND,8.0,-20.5,2023-24
Daniel Theis,LAC,1007.0,-1.5,2023-24
Lonnie Walker IV,BRK,1011.0,-1.4,2023-24
Talen Horton-Tucker,UTA,1009.0,-1.2,2023-24
Killian Hayes,DET,1008.0,-2.7,2023-24
Jevon Carter,CHI,1004.0,-4.0,2023-24
Luke Kennard,MEM,999.0,-0.3,2023-24
Garrison Mathews,ATL,992.0,-3.0,2023-24
Jaden Hardy,DAL,989.0,-4.1,2023-24
Tre Mann,2TM,987.0,-1.3,2023-24
Tre Mann,OKC,119.0,0.1,2023-24
Tre Mann,CHO,868.0,-1.5,2023-24
Cam Reddish,LAL,984.0,-3.2,2023-24
Luke Kornet,BOS,983.0,3.4,2023-24
Keon Ellis,SAC,978.0,1.2,2023-24
Xavier Tillman Sr.,2TM,974.0,-1.2,2023-24
Xavier Tillman Sr.,MEM,700.0,-1.7,2023-24
Xavier Tillman Sr.,BOS,274.0,0.0,2023-24
Josh Okogie,PHO,960.0,-0.5,2023-24
Goga Bitadze,ORL,957.0,2.1,2023-24
Max Christie,LAL,944.0,-3.6,2023-24
Kevin Love,MIA,924.0,3.6,2023-24
Day'Ron Sharpe,BRK,921.0,0.0,2023-24
Jonathan Isaac,ORL,914.0,3.8,2023-24
Markelle Fultz,ORL,910.0,-1.4,2023-24
Doug McDermott,2TM,904.0,-3.4,2023-24
Doug McDermott,SAS,700.0,-2.9,2023-24
Doug McDermott,IND,204.0,-5.1,2023-24
Jaylin Williams,OKC,897.0,1.1,2023-24
Nikola Jović,MIA,896.0,0.3,2023-24
Bryce McGowens,CHO,882.0,-4.9,2023-24
Cam Whitmore,HOU,880.0,0.1,2023-24
Jaxson Hayes,LAL,877.0,-1.9,2023-24
Blake Wesley,SAS,876.0,-4.0,2023-24
Malachi Flynn,3TM,876.0,-2.2,2023-24
Malachi Flynn,TOR,474.0,-2.7,2023-24
Malachi Flynn,NYK,60.0,-2.6,2023-24
Malachi Flynn,DET,342.0,-1.3,2023-24
Christian Wood,LAL,872.0,-2.8,2023-24
Zach LaVine,CHI,872.0,0.1,2023-24
Maxi Kleber,DAL,871.0,-1.3,2023-24
Justin Holiday,DEN,862.0,-1.6,2023-24
Chimezie Metu,2TM,859.0,-1.3,2023-24
Chimezie Metu,PHO,448.0,-1.3,2023-24
Chimezie Metu,DET,411.0,-1.3,2023-24
Trendon Watford,BRK,856.0,-0.5,2023-24
Taylor Hendricks,UTA,856.0,-1.6,2023-24
Dwight Powell,DAL,836.0,-0.3,2023-24
Troy Brown Jr.,2TM,827.0,-2.6,2023-24
Troy Brown Jr.,MIN,410.0,0.4,2023-24
Troy Brown Jr.,DET,417.0,-5.5,2023-24
Marcus Morris,2TM,817.0,-3.8,2023-24
Marcus Morris,PHI,637.0,-3.4,2023-24
Marcus Morris,CLE,180.0,-5.1,2023-24
Caleb Houstan,ORL,815.0,-1.9,2023-24
Ben Sheppard,IND,814.0,-3.4,2023-24
Jake LaRavia,MEM,806.0,-2.5,2023-24
Bismack Biyombo,2TM,791.0,-3.4,2023-24
Bismack Biyombo,MEM,718.0,-3.2,2023-24
Bismack Biyombo,OKC,73.0,-5.2,2023-24
JT Thor,CHO,781.0,-4.5,2023-24
Isaiah Jackson,IND,771.0,1.7,2023-24
Mitchell Robinson,NYK,768.0,0.0,2023-24
Jock Landale,HOU,763.0,-0.1,2023-24
Cody Martin,CHO,753.0,-3.5,2023-24
KJ Martin,2TM,746.0,-4.1,2023-24
KJ Martin,LAC,31.0,-6.1,2023-24
KJ Martin,PHI,715.0,-4.0,2023-24
Delon Wright,2TM,742.0,0.4,2023-24
Delon Wright,WAS,456.0,0.5,2023-24
Delon Wright,MIA,286.0,0.3,2023-24
Ish Smith,CHO,741.0,-6.8,2023-24
Mo Bamba,PHI,740.0,-1.0,2023-24
Nick Smith Jr.,CHO,729.0,-5.9,2023-24
Landry Shamet,WAS,726.0,-4.0,2023-24
Chris Duarte,SAC,719.0,-3.4,2023-24
Jordan Nwora,2TM,712.0,-2.5,2023-24
Jordan Nwora,IND,183.0,-4.0,2023-24
Jordan Nwora,TOR,529.0,-2.0,2023-24
LaMelo Ball,CHO,711.0,3.3,2023-24
Chris Boucher,TOR,705.0,-1.7,2023-24
Jacob Gilyard,2TM,699.0,-1.4,2023-24
Jacob Gilyard,MEM,654.0,-1.3,2023-24
Jacob Gilyard,BRK,45.0,-2.2,2023-24
Bruno Fernando,ATL,682.0,-2.3,2023-24
Dalen Terry,CHI,681.0,-2.3,2023-24
Gary Payton II,GSW,680.0,0.9,2023-24
Mason Plumlee,LAC,674.0,-0.8,2023-24
Dāvis Bertāns,2TM,674.0,-1.4,2023-24
Dāvis Bertāns,OKC,91.0,4.0,2023-24
Dāvis Bertāns,CHO,583.0,-2.3,2023-24
Keita Bates-Diop,2TM,665.0,-1.0,2023-24
Keita Bates-Diop,PHO,597.0,-1.2,2023-24
Keita Bates-Diop,BRK,68.0,0.2,2023-24
Jalen Wilson,BRK,664.0,-2.9,2023-24
Craig Porter Jr.,CLE,649.0,0.5,2023-24
Rayan Rupert,POR,633.0,-6.7,2023-24
Oshae Brissett,BOS,630.0,-1.8,2023-24
Danilo Gallinari,3TM,630.0,-1.9,2023-24
Danilo Gallinari,WAS,385.0,-2.6,2023-24
Danilo Gallinari,DET,90.0,6.9,2023-24
Danilo Gallinari,MIL,155.0,-5.2,2023-24
Jordan McLaughlin,MIN,626.0,4.2,2023-24
Seth Curry,2TM,616.0,-3.3,2023-24
Seth Curry,DAL,457.0,-4.0,2023-24
Seth Curry,CHO,159.0,-1.1,2023-24
A.J. Green,MIL,614.0,-2.1,2023-24
Johnny Davis,WAS,613.0,-6.6,2023-24
MarJon Beauchamp,MIL,608.0,-3.2,2023-24
Marcus Smart,MEM,605.0,-2.4,2023-24
Mike Muscala,3TM,600.0,-5.3,2023-24
Mike Muscala,WAS,338.0,-6.2,2023-24
Mike Muscala,DET,171.0,-2.2,2023-24
Mike Muscala,OKC,91.0,-8.0,2023-24
Jericho Sims,NYK,585.0,-1.8,2023-24
Brice Sensabaugh,UTA,584.0,-5.5,2023-24
Jarred Vanderbilt,LAL,581.0,-1.6,2023-24
Shake Milton,3TM,581.0,-3.7,2023-24
Shake Milton,MIN,491.0,-4.2,2023-24
Shake Milton,DET,63.0,0.3,2023-24
Shake Milton,NYK,27.0,-3.5,2023-24
Evan Fournier,2TM,580.0,-4.3,2023-24
Evan Fournier,NYK,39.0,-11.3,2023-24
Evan Fournier,DET,541.0,-3.8,2023-24
Zeke Nnaji,DEN,576.0,-3.7,2023-24
Trey Jemison,2TM,573.0,-5.1,2023-24
Trey Jemison,WAS,1.0,-33.9,2023-24
Trey Jemison,MEM,572.0,-5.1,2023-24
Andre Jackson Jr.,MIL,572.0,-3.6,2023-24
Jared Butler,WAS,566.0,-2.1,2023-24
Kevin Knox,DET,560.0,-4.6,2023-24
Lamar Stevens,2TM,559.0,-2.2,2023-24
Lamar Stevens,BOS,122.0,-2.0,2023-24
Lamar Stevens,MEM,437.0,-2.3,2023-24
Richaun Holmes,2TM,555.0,-3.3,2023-24
Richaun Holmes,DAL,237.0,-3.0,2023-24
Richaun Holmes,WAS,318.0,-3.4,2023-24
Tristan Thompson,CLE,549.0,-1.4,2023-24
Julian Strawther,DEN,545.0,-6.0,2023-24
Omer Yurtseven,UTA,545.0,-3.0,2023-24
Vít Krejčí,ATL,541.0,-3.7,2023-24
Bones Hyland,LAC,540.0,-3.6,2023-24
Jalen McDaniels,TOR,538.0,-9.0,2023-24
Scotty Pippen Jr.,MEM,527.0,1.3,2023-24
Sasha Vezenkov,SAC,511.0,-0.9,2023-24
Danuel House Jr.,PHI,509.0,-4.0,2023-24
Mark Williams,CHO,508.0,0.8,2023-24
Jaden Springer,2TM,507.0,-3.4,2023-24
Jaden Springer,PHI,377.0,-3.4,2023-24
Jaden Springer,BOS,130.0,-3.2,2023-24
Patrick Baldwin Jr.,WAS,493.0,-4.6,2023-24
Robert Covington,2TM,488.0,2.2,2023-24
Robert Covington,LAC,69.0,2.3,2023-24
Robert Covington,PHI,419.0,2.2,2023-24
P.J. Tucker,2TM,486.0,-3.6,2023-24
P.J. Tucker,PHI,66.0,-4.0,2023-24
P.J. Tucker,LAC,420.0,-3.5,2023-24
Tari Eason,HOU,480.0,1.6,2023-24
Monte Morris,2TM,476.0,0.7,2023-24
Monte Morris,DET,68.0,-6.9,2023-24
Monte Morris,MIN,408.0,2.0,2023-24
Bol Bol,PHO,469.0,2.1,2023-24
Isaiah Livers,DET,469.0,-6.5,2023-24
Anthony Gill,WAS,466.0,-4.1,2023-24
Yuta Watanabe,2TM,464.0,-6.4,2023-24
Yuta Watanabe,PHO,382.0,-6.0,2023-24
Yuta Watanabe,MEM,82.0,-8.6,2023-24
Nassir Little,PHO,458.0,-3.0,2023-24
Sandro Mamukelashvili,SAS,451.0,-0.5,2023-24
Alex Len,SAC,444.0,0.2,2023-24
Thomas Bryant,MIA,441.0,-0.4,2023-24
Thaddeus Young,2TM,439.0,0.3,2023-24
Thaddeus Young,TOR,350.0,0.6,2023-24
Thaddeus Young,PHO,89.0,-0.9,2023-24
Skylar Mays,2TM,433.0,-2.0,2023-24
Skylar Mays,POR,356.0,-2.3,2023-24
Skylar Mays,LAL,77.0,-0.6,2023-24
Chuma Okeke,ORL,432.0,-3.4,2023-24
Dominick Barlow,SAS,420.0,-1.7,2023-24
Reggie Bullock,HOU,417.0,-2.4,2023-24
Patty Mills,2TM,415.0,-4.6,2023-24
Patty Mills,ATL,202.0,-3.8,2023-24
Patty Mills,MIA,213.0,-5.3,2023-24
Trent Forrest,ATL,414.0,-4.4,2023-24
Svi Mykhailiuk,BOS,413.0,-1.8,2023-24
Wesley Matthews,ATL,413.0,-2.8,2023-24
Aleksej Pokusevski,2TM,405.0,-1.9,2023-24
Aleksej Pokusevski,OKC,60.0,-9.9,2023-24
Aleksej Pokusevski,CHO,345.0,-0.5,2023-24
Luka Šamanić,UTA,404.0,-7.8,2023-24
Javon Freeman-Liberty,TOR,403.0,-5.2,2023-24
Derrick Rose,MEM,399.0,-2.8,2023-24
DeAndre Jordan,DEN,396.0,-1.7,2023-24
Kobe Brown,LAC,394.0,-3.8,2023-24
Lester Quiñones,GSW,394.0,-3.3,2023-24
