SERIES_KEY,HOME_TEAM_ID,AWAY_TEAM_ID,HOME_ABBREV,AWAY_ABBREV,HOME_WINS,TOTAL_GAMES,AWAY_WINS,SERIES_WINNER,SEASON
1610612753_1610612761,1610612761,1610612753,TOR,ORL,2,5,3,ORL,2018-19
1610612755_1610612761,1610612761,1610612755,TOR,PHI,5,7,2,TOR,2018-19
1610612757_1610612760,1610612757,1610612760,POR,OKC,4,5,1,POR,2018-19
1610612737_1610612749,1610612737,1610612749,ATL,MIL,3,6,3,MIL,2020-21
1610612737_1610612752,1610612752,1610612737,NYK,ATL,3,5,2,NYK,2020-21
1610612737_1610612755,1610612755,1610612737,PHI,ATL,2,7,5,ATL,2020-21
1610612738_1610612751,1610612751,1610612738,BKN,BOS,4,5,1,BKN,2020-21
1610612742_1610612746,1610612746,1610612742,LAC,DAL,1,7,6,DAL,2020-21
1610612743_1610612756,1610612743,1610612756,DEN,PHX,2,4,2,PHX,2020-21
1610612743_1610612757,1610612757,1610612743,POR,DEN,3,6,3,DEN,2020-21
1610612746_1610612756,1610612746,1610612756,LAC,PHX,3,6,3,PHX,2020-21
1610612746_1610612762,1610612746,1610612762,LAC,UTA,5,6,1,LAC,2020-21
1610612747_1610612756,1610612747,1610612756,LAL,PHX,3,6,3,PHX,2020-21
1610612748_1610612749,1610612748,1610612749,MIA,MIL,2,4,2,MIL,2020-21
1610612749_1610612751,1610612751,1610612749,BKN,MIL,6,7,1,BKN,2020-21
1610612749_1610612756,1610612749,1610612756,MIL,PHX,5,6,1,MIL,2020-21
1610612755_1610612764,1610612755,1610612764,PHI,WAS,4,5,1,PHI,2020-21
1610612762_1610612763,1610612762,1610612763,UTA,MEM,2,5,3,MEM,2020-21
1610612737_1610612748,1610612748,1610612737,MIA,ATL,4,5,1,MIA,2021-22
1610612738_1610612744,1610612738,1610612744,BOS,GSW,3,6,3,GSW,2021-22
1610612738_1610612748,1610612748,1610612738,MIA,BOS,2,7,5,BOS,2021-22
1610612738_1610612749,1610612738,1610612749,BOS,MIL,3,7,4,MIL,2021-22
1610612738_1610612751,1610612751,1610612738,BKN,BOS,2,4,2,BOS,2021-22
1610612740_1610612756,1610612740,1610612756,NOP,PHX,3,6,3,PHX,2021-22
1610612741_1610612749,1610612749,1610612741,MIL,CHI,2,5,3,CHI,2021-22
1610612742_1610612744,1610612744,1610612742,GSW,DAL,4,5,1,GSW,2021-22
1610612742_1610612756,1610612756,1610612742,PHX,DAL,6,7,1,PHX,2021-22
1610612742_1610612762,1610612762,1610612742,UTA,DAL,3,6,3,DAL,2021-22
1610612743_1610612744,1610612744,1610612743,GSW,DEN,4,5,1,GSW,2021-22
1610612744_1610612763,1610612744,1610612763,GSW,MEM,5,6,1,GSW,2021-22
1610612748_1610612755,1610612755,1610612748,PHI,MIA,5,6,1,PHI,2021-22
1610612750_1610612763,1610612750,1610612763,MIN,MEM,3,6,3,MEM,2021-22
1610612755_1610612761,1610612761,1610612755,TOR,PHI,3,6,3,PHI,2021-22
1610612737_1610612738,1610612737,1610612738,ATL,BOS,3,6,3,BOS,2022-23
1610612738_1610612748,1610612738,1610612748,BOS,MIA,2,7,5,MIA,2022-23
1610612738_1610612755,1610612738,1610612755,BOS,PHI,3,7,4,PHI,2022-23
1610612739_1610612752,1610612739,1610612752,CLE,NYK,3,5,2,CLE,2022-23
1610612743_1610612747,1610612747,1610612743,LAL,DEN,2,4,2,DEN,2022-23
1610612743_1610612748,1610612743,1610612748,DEN,MIA,2,5,3,MIA,2022-23
1610612743_1610612750,1610612743,1610612750,DEN,MIN,4,5,1,DEN,2022-23
1610612743_1610612756,1610612756,1610612743,PHX,DEN,5,6,1,PHX,2022-23
1610612744_1610612747,1610612747,1610612744,LAL,GSW,5,6,1,LAL,2022-23
1610612744_1610612758,1610612758,1610612744,SAC,GSW,4,7,3,SAC,2022-23
1610612746_1610612756,1610612756,1610612746,PHX,LAC,2,5,3,LAC,2022-23
1610612747_1610612763,1610612747,1610612763,LAL,MEM,5,6,1,LAL,2022-23
1610612748_1610612749,1610612749,1610612748,MIL,MIA,3,5,2,MIL,2022-23
1610612748_1610612752,1610612748,1610612752,MIA,NYK,5,6,1,MIA,2022-23
1610612751_1610612755,1610612751,1610612755,BKN,PHI,2,4,2,PHI,2022-23
1610612738_1610612739,1610612738,1610612739,BOS,CLE,2,5,3,CLE,2023-24
1610612738_1610612742,1610612738,1610612742,BOS,DAL,4,5,1,BOS,2023-24
1610612738_1610612748,1610612738,1610612748,BOS,MIA,2,5,3,MIA,2023-24
1610612738_1610612754,1610612754,1610612738,IND,BOS,2,4,2,BOS,2023-24
1610612739_1610612753,1610612739,1610612753,CLE,ORL,7,7,0,CLE,2023-24
1610612740_1610612760,1610612740,1610612760,NOP,OKC,2,4,2,OKC,2023-24
1610612742_1610612746,1610612742,1610612746,DAL,LAC,3,6,3,LAC,2023-24
1610612742_1610612750,1610612750,1610612742,MIN,DAL,1,5,4,DAL,2023-24
1610612742_1610612760,1610612742,1610612760,DAL,OKC,3,6,3,OKC,2023-24
1610612743_1610612747,1610612743,1610612747,DEN,LAL,4,5,1,DEN,2023-24
1610612743_1610612750,1610612743,1610612750,DEN,MIN,2,7,5,MIN,2023-24
1610612749_1610612754,1610612754,1610612749,IND,MIL,5,6,1,IND,2023-24
1610612750_1610612756,1610612756,1610612750,PHX,MIN,2,4,2,MIN,2023-24
1610612752_1610612754,1610612752,1610612754,NYK,IND,6,7,1,NYK,2023-24
1610612752_1610612755,1610612755,1610612752,PHI,NYK,3,6,3,NYK,2023-24
